Date,Location_ID,District,Lat,Lon,Max_Temperature_C,Max_Humidity_pct,Total_Rainfall_mm,Max_Wind_Speed_kmh,Elevation_m,Slope_deg,Aspect_deg,Baseline_NDVI
1/24/2018,1,Pauri Garhwal,29.84,78.683,11,98,4.9,9.8,1702,11,210,0.445
1/25/2018,1,Pauri Garhwal,29.84,78.683,11.3,100,0,10.7,1702,11,210,0.445
1/26/2018,1,Pauri Garhwal,29.84,78.683,10.9,100,0.1,8.5,1702,11,210,0.445
1/27/2018,1,Pauri Garhwal,29.84,78.683,11.4,100,0,10,1702,11,210,0.445
1/28/2018,1,Pauri Garhwal,29.84,78.683,13.5,93,0,9.7,1702,11,210,0.445
1/29/2018,1,Pauri Garhwal,29.84,78.683,15.5,74,0,9.6,1702,11,210,0.445
1/30/2018,1,Pauri Garhwal,29.84,78.683,17,81,0,12.2,1702,11,210,0.445
1/31/2018,1,Pauri Garhwal,29.84,78.683,17,88,0,10.3,1702,11,210,0.445
2/1/2018,1,Pauri Garhwal,29.84,78.683,17.3,88,0,10,1702,11,210,0.445
2/2/2018,1,Pauri Garhwal,29.84,78.683,16.3,95,0,9.8,1702,11,210,0.445
2/3/2018,1,Pauri Garhwal,29.84,78.683,13.9,95,0,8.4,1702,11,210,0.445
2/4/2018,1,Pauri Garhwal,29.84,78.683,14.9,92,0,9.6,1702,11,210,0.445
2/5/2018,1,Pauri Garhwal,29.84,78.683,15.5,90,0,7.5,1702,11,210,0.445
2/6/2018,1,Pauri Garhwal,29.84,78.683,16.7,76,0,11.3,1702,11,210,0.445
2/7/2018,1,Pauri Garhwal,29.84,78.683,14.7,86,0,11,1702,11,210,0.445
2/8/2018,1,Pauri Garhwal,29.84,78.683,13.1,96,0,9.7,1702,11,210,0.445
2/9/2018,1,Pauri Garhwal,29.84,78.683,13.2,95,0,10.1,1702,11,210,0.445
2/10/2018,1,Pauri Garhwal,29.84,78.683,14.9,83,0,8.3,1702,11,210,0.445
2/11/2018,1,Pauri Garhwal,29.84,78.683,16.4,73,0.2,11.9,1702,11,210,0.445
2/12/2018,1,Pauri Garhwal,29.84,78.683,9.1,86,10.5,8.4,1702,11,210,0.445
2/13/2018,1,Pauri Garhwal,29.84,78.683,12.3,89,1.2,9.2,1702,11,210,0.445
2/14/2018,1,Pauri Garhwal,29.84,78.683,15.2,91,0,9.4,1702,11,210,0.445
2/15/2018,1,Pauri Garhwal,29.84,78.683,16.3,87,0,10.8,1702,11,210,0.445
2/16/2018,1,Pauri Garhwal,29.84,78.683,16.1,93,0,8.6,1702,11,210,0.445
2/17/2018,1,Pauri Garhwal,29.84,78.683,15.3,100,0,11.3,1702,11,210,0.445
2/18/2018,1,Pauri Garhwal,29.84,78.683,15.2,95,0,9.9,1702,11,210,0.445
2/19/2018,1,Pauri Garhwal,29.84,78.683,16.5,97,0,8.4,1702,11,210,0.445
2/20/2018,1,Pauri Garhwal,29.84,78.683,16.5,95,0,10.1,1702,11,210,0.445
2/21/2018,1,Pauri Garhwal,29.84,78.683,17.6,97,0,10.4,1702,11,210,0.445
2/22/2018,1,Pauri Garhwal,29.84,78.683,18,96,0.1,11.6,1702,11,210,0.445
2/23/2018,1,Pauri Garhwal,29.84,78.683,19.1,97,0,9.1,1702,11,210,0.445
2/24/2018,1,Pauri Garhwal,29.84,78.683,17.1,72,1.6,9.3,1702,11,210,0.445
2/25/2018,1,Pauri Garhwal,29.84,78.683,17.2,93,2.1,11.4,1702,11,210,0.445
2/26/2018,1,Pauri Garhwal,29.84,78.683,18.3,91,0,9.2,1702,11,210,0.445
2/27/2018,1,Pauri Garhwal,29.84,78.683,18.1,94,0,8.1,1702,11,210,0.445
2/28/2018,1,Pauri Garhwal,29.84,78.683,17.4,95,0,9,1702,11,210,0.445
3/1/2018,1,Pauri Garhwal,29.84,78.683,20.3,94,0,9.7,1702,11,210,0.445
3/2/2018,1,Pauri Garhwal,29.84,78.683,19.9,95,0,10.9,1702,11,210,0.445
3/3/2018,1,Pauri Garhwal,29.84,78.683,20,85,0.5,9.7,1702,11,210,0.445
3/4/2018,1,Pauri Garhwal,29.84,78.683,17.2,87,6.9,11.9,1702,11,210,0.445
3/5/2018,1,Pauri Garhwal,29.84,78.683,16.4,95,2.4,11.5,1702,11,210,0.445
3/6/2018,1,Pauri Garhwal,29.84,78.683,17.3,89,0,8.8,1702,11,210,0.445
3/7/2018,1,Pauri Garhwal,29.84,78.683,18.9,85,0,10.4,1702,11,210,0.445
3/8/2018,1,Pauri Garhwal,29.84,78.683,18.6,95,0,10.3,1702,11,210,0.445
3/9/2018,1,Pauri Garhwal,29.84,78.683,19.7,91,0,14.4,1702,11,210,0.445
3/10/2018,1,Pauri Garhwal,29.84,78.683,20.8,78,0,13.4,1702,11,210,0.445
3/11/2018,1,Pauri Garhwal,29.84,78.683,20.5,76,0.1,9.4,1702,11,210,0.445
3/12/2018,1,Pauri Garhwal,29.84,78.683,21,80,0,12.1,1702,11,210,0.445
3/13/2018,1,Pauri Garhwal,29.84,78.683,22.6,80,0,11.6,1702,11,210,0.445
3/14/2018,1,Pauri Garhwal,29.84,78.683,22.5,83,0.1,9.5,1702,11,210,0.445
3/15/2018,1,Pauri Garhwal,29.84,78.683,16.7,79,8.8,11.3,1702,11,210,0.445
3/16/2018,1,Pauri Garhwal,29.84,78.683,18.5,87,2.1,12.6,1702,11,210,0.445
3/17/2018,1,Pauri Garhwal,29.84,78.683,18.3,70,0.8,10.9,1702,11,210,0.445
3/18/2018,1,Pauri Garhwal,29.84,78.683,20.8,72,0,10.7,1702,11,210,0.445
3/19/2018,1,Pauri Garhwal,29.84,78.683,20.8,75,0,10.7,1702,11,210,0.445
3/20/2018,1,Pauri Garhwal,29.84,78.683,22.7,81,0,12.1,1702,11,210,0.445
3/21/2018,1,Pauri Garhwal,29.84,78.683,19.7,92,11.1,10.9,1702,11,210,0.445
3/22/2018,1,Pauri Garhwal,29.84,78.683,18.2,93,4.4,12.7,1702,11,210,0.445
3/23/2018,1,Pauri Garhwal,29.84,78.683,19.4,85,0,9.7,1702,11,210,0.445
3/24/2018,1,Pauri Garhwal,29.84,78.683,21.3,87,0.4,9.5,1702,11,210,0.445
3/25/2018,1,Pauri Garhwal,29.84,78.683,21.5,85,1.6,9.7,1702,11,210,0.445
3/26/2018,1,Pauri Garhwal,29.84,78.683,23.8,77,0,11.8,1702,11,210,0.445
3/27/2018,1,Pauri Garhwal,29.84,78.683,24.5,86,0,12.8,1702,11,210,0.445
3/28/2018,1,Pauri Garhwal,29.84,78.683,24,76,0.3,14.8,1702,11,210,0.445
3/29/2018,1,Pauri Garhwal,29.84,78.683,23,71,1.1,9.7,1702,11,210,0.445
3/30/2018,1,Pauri Garhwal,29.84,78.683,20.6,70,0.7,9.4,1702,11,210,0.445
3/31/2018,1,Pauri Garhwal,29.84,78.683,20.1,73,0,11.3,1702,11,210,0.445
4/1/2018,1,Pauri Garhwal,29.84,78.683,21,76,0,12.1,1702,11,210,0.445
4/2/2018,1,Pauri Garhwal,29.84,78.683,22,86,0,10.9,1702,11,210,0.445
4/3/2018,1,Pauri Garhwal,29.84,78.683,21.8,83,1.1,9.4,1702,11,210,0.445
4/4/2018,1,Pauri Garhwal,29.84,78.683,22.5,87,1.8,8.4,1702,11,210,0.445
4/5/2018,1,Pauri Garhwal,29.84,78.683,23.3,85,2,12.4,1702,11,210,0.445
4/6/2018,1,Pauri Garhwal,29.84,78.683,22.7,82,3.6,11.8,1702,11,210,0.445
4/7/2018,1,Pauri Garhwal,29.84,78.683,17.8,88,6.8,6.9,1702,11,210,0.445
4/8/2018,1,Pauri Garhwal,29.84,78.683,21.1,93,10.7,10.1,1702,11,210,0.445
4/9/2018,1,Pauri Garhwal,29.84,78.683,20.3,91,1.2,7.1,1702,11,210,0.445
4/10/2018,1,Pauri Garhwal,29.84,78.683,20.4,93,0.6,7.4,1702,11,210,0.445
4/11/2018,1,Pauri Garhwal,29.84,78.683,18.8,93,3.7,11,1702,11,210,0.445
4/12/2018,1,Pauri Garhwal,29.84,78.683,20.3,93,3.1,7.3,1702,11,210,0.445
4/13/2018,1,Pauri Garhwal,29.84,78.683,20.6,88,0,8.2,1702,11,210,0.445
4/14/2018,1,Pauri Garhwal,29.84,78.683,22.8,71,0,13.3,1702,11,210,0.445
4/15/2018,1,Pauri Garhwal,29.84,78.683,24.3,67,0,9.2,1702,11,210,0.445
4/16/2018,1,Pauri Garhwal,29.84,78.683,23.5,64,1,11.8,1702,11,210,0.445
4/17/2018,1,Pauri Garhwal,29.84,78.683,23.7,66,1.1,12.6,1702,11,210,0.445
4/18/2018,1,Pauri Garhwal,29.84,78.683,24.9,69,0,13.8,1702,11,210,0.445
4/19/2018,1,Pauri Garhwal,29.84,78.683,25.2,66,0,17.6,1702,11,210,0.445
4/20/2018,1,Pauri Garhwal,29.84,78.683,23.8,71,1.4,10.8,1702,11,210,0.445
4/21/2018,1,Pauri Garhwal,29.84,78.683,23.3,79,3.7,11.1,1702,11,210,0.445
4/22/2018,1,Pauri Garhwal,29.84,78.683,23.6,64,0,11.3,1702,11,210,0.445
4/23/2018,1,Pauri Garhwal,29.84,78.683,23.9,56,0.6,9.7,1702,11,210,0.445
4/24/2018,1,Pauri Garhwal,29.84,78.683,24.9,62,0,11.5,1702,11,210,0.445
4/25/2018,1,Pauri Garhwal,29.84,78.683,25.8,57,0,10,1702,11,210,0.445
4/26/2018,1,Pauri Garhwal,29.84,78.683,26.1,61,0.5,12,1702,11,210,0.445
4/27/2018,1,Pauri Garhwal,29.84,78.683,22.5,73,4.3,12.6,1702,11,210,0.445
4/28/2018,1,Pauri Garhwal,29.84,78.683,23.7,83,0,8.4,1702,11,210,0.445
4/29/2018,1,Pauri Garhwal,29.84,78.683,23.1,79,0.6,12.6,1702,11,210,0.445
4/30/2018,1,Pauri Garhwal,29.84,78.683,23.5,85,4.5,14.6,1702,11,210,0.445
5/1/2018,1,Pauri Garhwal,29.84,78.683,21.6,93,1.5,8.1,1702,11,210,0.445
5/2/2018,1,Pauri Garhwal,29.84,78.683,21.6,91,2.8,7.9,1702,11,210,0.445
5/3/2018,1,Pauri Garhwal,29.84,78.683,21.5,93,0.5,10.5,1702,11,210,0.445
5/4/2018,1,Pauri Garhwal,29.84,78.683,21.1,99,3.3,10.5,1702,11,210,0.445
5/5/2018,1,Pauri Garhwal,29.84,78.683,23.3,84,0.6,14.9,1702,11,210,0.445
5/6/2018,1,Pauri Garhwal,29.84,78.683,25.8,75,0.1,13.5,1702,11,210,0.445
5/7/2018,1,Pauri Garhwal,29.84,78.683,24.4,73,0.1,11.2,1702,11,210,0.445
5/8/2018,1,Pauri Garhwal,29.84,78.683,18.1,90,5.7,14,1702,11,210,0.445
5/9/2018,1,Pauri Garhwal,29.84,78.683,22.8,90,4.1,10.2,1702,11,210,0.445
5/10/2018,1,Pauri Garhwal,29.84,78.683,24.3,72,0,8.6,1702,11,210,0.445
5/11/2018,1,Pauri Garhwal,29.84,78.683,26.2,77,0,9.6,1702,11,210,0.445
5/12/2018,1,Pauri Garhwal,29.84,78.683,26,85,0,11.5,1702,11,210,0.445
5/13/2018,1,Pauri Garhwal,29.84,78.683,25.7,84,2.8,12.6,1702,11,210,0.445
5/14/2018,1,Pauri Garhwal,29.84,78.683,21.6,87,6.1,11.2,1702,11,210,0.445
5/15/2018,1,Pauri Garhwal,29.84,78.683,24,89,0.3,10.2,1702,11,210,0.445
5/16/2018,1,Pauri Garhwal,29.84,78.683,25.2,87,0.7,14,1702,11,210,0.445
5/17/2018,1,Pauri Garhwal,29.84,78.683,26.1,81,1.6,11.5,1702,11,210,0.445
5/18/2018,1,Pauri Garhwal,29.84,78.683,24.3,82,5.3,9.5,1702,11,210,0.445
5/19/2018,1,Pauri Garhwal,29.84,78.683,26.4,81,0,11.2,1702,11,210,0.445
5/20/2018,1,Pauri Garhwal,29.84,78.683,27.6,65,0,14.1,1702,11,210,0.445
5/21/2018,1,Pauri Garhwal,29.84,78.683,29.6,51,0,14.1,1702,11,210,0.445
5/22/2018,1,Pauri Garhwal,29.84,78.683,29.7,50,0,12.3,1702,11,210,0.445
5/23/2018,1,Pauri Garhwal,29.84,78.683,29,63,2,12,1702,11,210,0.445
5/24/2018,1,Pauri Garhwal,29.84,78.683,28.2,67,1.3,11.5,1702,11,210,0.445
5/25/2018,1,Pauri Garhwal,29.84,78.683,28.9,63,0,11.4,1702,11,210,0.445
5/26/2018,1,Pauri Garhwal,29.84,78.683,29.4,54,0,12,1702,11,210,0.445
5/27/2018,1,Pauri Garhwal,29.84,78.683,28.3,54,1.6,9.9,1702,11,210,0.445
5/28/2018,1,Pauri Garhwal,29.84,78.683,27.8,57,2.6,11.6,1702,11,210,0.445
5/29/2018,1,Pauri Garhwal,29.84,78.683,24.9,77,2.1,15.3,1702,11,210,0.445
5/30/2018,1,Pauri Garhwal,29.84,78.683,26,82,1.8,10.6,1702,11,210,0.445
5/31/2018,1,Pauri Garhwal,29.84,78.683,24.7,87,3.9,10.1,1702,11,210,0.445
6/1/2018,1,Pauri Garhwal,29.84,78.683,24.5,90,6.1,9.7,1702,11,210,0.445
6/2/2018,1,Pauri Garhwal,29.84,78.683,23.6,93,6.2,8.1,1702,11,210,0.445
6/3/2018,1,Pauri Garhwal,29.84,78.683,23.7,90,1.1,9.1,1702,11,210,0.445
6/4/2018,1,Pauri Garhwal,29.84,78.683,25.4,87,1.1,9.4,1702,11,210,0.445
6/5/2018,1,Pauri Garhwal,29.84,78.683,25.7,94,4.5,7.6,1702,11,210,0.445
6/6/2018,1,Pauri Garhwal,29.84,78.683,25.1,92,9.6,8.4,1702,11,210,0.445
6/7/2018,1,Pauri Garhwal,29.84,78.683,25.2,94,1,8.4,1702,11,210,0.445
6/8/2018,1,Pauri Garhwal,29.84,78.683,24.3,96,14.2,8.7,1702,11,210,0.445
6/9/2018,1,Pauri Garhwal,29.84,78.683,25.4,98,5.1,8.6,1702,11,210,0.445
6/10/2018,1,Pauri Garhwal,29.84,78.683,25.2,96,4.7,9,1702,11,210,0.445
6/11/2018,1,Pauri Garhwal,29.84,78.683,26.2,98,0.9,11.9,1702,11,210,0.445
6/12/2018,1,Pauri Garhwal,29.84,78.683,28.9,96,0,12.2,1702,11,210,0.445
6/13/2018,1,Pauri Garhwal,29.84,78.683,27.7,73,0.1,13,1702,11,210,0.445
6/14/2018,1,Pauri Garhwal,29.84,78.683,26.2,92,3.8,12.2,1702,11,210,0.445
6/15/2018,1,Pauri Garhwal,29.84,78.683,24.6,94,8.1,9.4,1702,11,210,0.445
6/16/2018,1,Pauri Garhwal,29.84,78.683,24.1,97,23.7,10.9,1702,11,210,0.445
6/17/2018,1,Pauri Garhwal,29.84,78.683,21.5,95,35.1,9.1,1702,11,210,0.445
6/18/2018,1,Pauri Garhwal,29.84,78.683,25.1,96,2.3,14.6,1702,11,210,0.445
6/19/2018,1,Pauri Garhwal,29.84,78.683,25.8,93,4.8,6.8,1702,11,210,0.445
6/20/2018,1,Pauri Garhwal,29.84,78.683,26,89,1.2,8.7,1702,11,210,0.445
6/21/2018,1,Pauri Garhwal,29.84,78.683,27.7,82,1.7,9.7,1702,11,210,0.445
6/22/2018,1,Pauri Garhwal,29.84,78.683,27.5,81,0.1,9.8,1702,11,210,0.445
6/23/2018,1,Pauri Garhwal,29.84,78.683,28.3,90,0,12.2,1702,11,210,0.445
6/24/2018,1,Pauri Garhwal,29.84,78.683,26.8,89,0.2,8.2,1702,11,210,0.445
6/25/2018,1,Pauri Garhwal,29.84,78.683,28.5,89,0,10.6,1702,11,210,0.445
6/26/2018,1,Pauri Garhwal,29.84,78.683,26.4,94,9.4,9.5,1702,11,210,0.445
6/27/2018,1,Pauri Garhwal,29.84,78.683,24.2,97,21,9.4,1702,11,210,0.445
6/28/2018,1,Pauri Garhwal,29.84,78.683,24.4,97,15.1,13.4,1702,11,210,0.445
6/29/2018,1,Pauri Garhwal,29.84,78.683,23.5,99,6.2,12.9,1702,11,210,0.445
6/30/2018,1,Pauri Garhwal,29.84,78.683,23.2,97,6.3,8.8,1702,11,210,0.445
7/1/2018,1,Pauri Garhwal,29.84,78.683,23.4,100,25.9,10.1,1702,11,210,0.445
7/2/2018,1,Pauri Garhwal,29.84,78.683,23.3,100,31.5,10.1,1702,11,210,0.445
7/3/2018,1,Pauri Garhwal,29.84,78.683,23.9,100,11.8,6.5,1702,11,210,0.445
7/4/2018,1,Pauri Garhwal,29.84,78.683,23.2,98,13.2,10.4,1702,11,210,0.445
7/5/2018,1,Pauri Garhwal,29.84,78.683,26.4,96,0.1,10.1,1702,11,210,0.445
7/6/2018,1,Pauri Garhwal,29.84,78.683,25.7,100,0.2,9.2,1702,11,210,0.445
7/7/2018,1,Pauri Garhwal,29.84,78.683,25.7,100,0,7.9,1702,11,210,0.445
7/8/2018,1,Pauri Garhwal,29.84,78.683,24.9,96,2.4,10.3,1702,11,210,0.445
7/9/2018,1,Pauri Garhwal,29.84,78.683,23,98,18.9,9,1702,11,210,0.445
7/10/2018,1,Pauri Garhwal,29.84,78.683,22.1,97,7.1,10.1,1702,11,210,0.445
7/11/2018,1,Pauri Garhwal,29.84,78.683,22.9,98,12.6,11,1702,11,210,0.445
7/12/2018,1,Pauri Garhwal,29.84,78.683,23.1,98,5.1,10.5,1702,11,210,0.445
7/13/2018,1,Pauri Garhwal,29.84,78.683,21.5,99,13.5,8.1,1702,11,210,0.445
7/14/2018,1,Pauri Garhwal,29.84,78.683,22,100,6.6,8.7,1702,11,210,0.445
7/15/2018,1,Pauri Garhwal,29.84,78.683,23.4,99,5,9,1702,11,210,0.445
7/16/2018,1,Pauri Garhwal,29.84,78.683,22.2,98,7,8.5,1702,11,210,0.445
7/17/2018,1,Pauri Garhwal,29.84,78.683,23.7,100,6.3,12.1,1702,11,210,0.445
7/18/2018,1,Pauri Garhwal,29.84,78.683,22.4,98,13.9,8.1,1702,11,210,0.445
7/19/2018,1,Pauri Garhwal,29.84,78.683,24.9,98,9.3,8.9,1702,11,210,0.445
7/20/2018,1,Pauri Garhwal,29.84,78.683,23.7,100,6.6,7.1,1702,11,210,0.445
7/21/2018,1,Pauri Garhwal,29.84,78.683,23.5,99,9.2,10,1702,11,210,0.445
7/22/2018,1,Pauri Garhwal,29.84,78.683,21.2,100,11.3,9,1702,11,210,0.445
7/23/2018,1,Pauri Garhwal,29.84,78.683,23.7,96,13.6,9.1,1702,11,210,0.445
7/24/2018,1,Pauri Garhwal,29.84,78.683,25.3,97,1.9,10.1,1702,11,210,0.445
7/25/2018,1,Pauri Garhwal,29.84,78.683,21.8,99,25.3,7.9,1702,11,210,0.445
7/26/2018,1,Pauri Garhwal,29.84,78.683,22.1,99,30.9,7.1,1702,11,210,0.445
7/27/2018,1,Pauri Garhwal,29.84,78.683,21.3,100,27.2,4.1,1702,11,210,0.445
7/28/2018,1,Pauri Garhwal,29.84,78.683,20.4,100,232.2,8,1702,11,210,0.445
7/29/2018,1,Pauri Garhwal,29.84,78.683,23.2,100,145.6,7.7,1702,11,210,0.445
7/30/2018,1,Pauri Garhwal,29.84,78.683,22.4,100,5,9.2,1702,11,210,0.445
7/31/2018,1,Pauri Garhwal,29.84,78.683,20.7,100,8.7,5.1,1702,11,210,0.445
8/1/2018,1,Pauri Garhwal,29.84,78.683,22.4,100,5.5,7.8,1702,11,210,0.445
8/2/2018,1,Pauri Garhwal,29.84,78.683,23.2,97,4.7,7.2,1702,11,210,0.445
8/3/2018,1,Pauri Garhwal,29.84,78.683,20.1,100,41.8,9.8,1702,11,210,0.445
8/4/2018,1,Pauri Garhwal,29.84,78.683,21,100,33.4,6.6,1702,11,210,0.445
8/5/2018,1,Pauri Garhwal,29.84,78.683,19.9,99,83.9,9,1702,11,210,0.445
8/6/2018,1,Pauri Garhwal,29.84,78.683,20.4,100,28,4.8,1702,11,210,0.445
8/7/2018,1,Pauri Garhwal,29.84,78.683,21.9,99,13.6,5,1702,11,210,0.445
8/8/2018,1,Pauri Garhwal,29.84,78.683,23.1,98,1.7,6.9,1702,11,210,0.445
8/9/2018,1,Pauri Garhwal,29.84,78.683,22.9,100,6.7,9.7,1702,11,210,0.445
8/10/2018,1,Pauri Garhwal,29.84,78.683,22.3,100,16.6,9.5,1702,11,210,0.445
8/11/2018,1,Pauri Garhwal,29.84,78.683,21.7,99,9.4,9.4,1702,11,210,0.445
8/12/2018,1,Pauri Garhwal,29.84,78.683,20.7,100,32.7,7.2,1702,11,210,0.445
8/13/2018,1,Pauri Garhwal,29.84,78.683,22.6,99,24.2,5.5,1702,11,210,0.445
8/14/2018,1,Pauri Garhwal,29.84,78.683,21.3,100,27.8,7.8,1702,11,210,0.445
8/15/2018,1,Pauri Garhwal,29.84,78.683,21.7,100,15.7,8.3,1702,11,210,0.445
8/16/2018,1,Pauri Garhwal,29.84,78.683,23.7,97,6,7.6,1702,11,210,0.445
8/17/2018,1,Pauri Garhwal,29.84,78.683,22,98,6.5,6.4,1702,11,210,0.445
8/18/2018,1,Pauri Garhwal,29.84,78.683,22.6,99,10,8.1,1702,11,210,0.445
8/19/2018,1,Pauri Garhwal,29.84,78.683,23.7,99,6.1,9.7,1702,11,210,0.445
8/20/2018,1,Pauri Garhwal,29.84,78.683,22.6,98,7,8,1702,11,210,0.445
8/21/2018,1,Pauri Garhwal,29.84,78.683,23.1,97,1.8,7.6,1702,11,210,0.445
8/22/2018,1,Pauri Garhwal,29.84,78.683,21.5,98,30,10,1702,11,210,0.445
8/23/2018,1,Pauri Garhwal,29.84,78.683,21.4,98,17.4,10.1,1702,11,210,0.445
8/24/2018,1,Pauri Garhwal,29.84,78.683,19.3,99,117.7,5.8,1702,11,210,0.445
8/25/2018,1,Pauri Garhwal,29.84,78.683,20.2,100,42.9,7.4,1702,11,210,0.445
8/26/2018,1,Pauri Garhwal,29.84,78.683,21,100,45.3,6,1702,11,210,0.445
8/27/2018,1,Pauri Garhwal,29.84,78.683,21.3,98,15.1,6.2,1702,11,210,0.445
8/28/2018,1,Pauri Garhwal,29.84,78.683,22.2,99,13,7.8,1702,11,210,0.445
8/29/2018,1,Pauri Garhwal,29.84,78.683,21.6,98,7.3,9.7,1702,11,210,0.445
8/30/2018,1,Pauri Garhwal,29.84,78.683,21.8,100,5.6,8.9,1702,11,210,0.445
8/31/2018,1,Pauri Garhwal,29.84,78.683,19.9,100,18.1,7.3,1702,11,210,0.445
9/1/2018,1,Pauri Garhwal,29.84,78.683,22,97,18.8,9.5,1702,11,210,0.445
9/2/2018,1,Pauri Garhwal,29.84,78.683,21.7,99,2.9,9,1702,11,210,0.445
9/3/2018,1,Pauri Garhwal,29.84,78.683,22.2,100,14.8,9.3,1702,11,210,0.445
9/4/2018,1,Pauri Garhwal,29.84,78.683,22,100,12,7.3,1702,11,210,0.445
9/5/2018,1,Pauri Garhwal,29.84,78.683,23.3,100,1.6,6.4,1702,11,210,0.445
9/6/2018,1,Pauri Garhwal,29.84,78.683,24.3,100,4,7.8,1702,11,210,0.445
9/7/2018,1,Pauri Garhwal,29.84,78.683,22.1,100,5.5,11.9,1702,11,210,0.445
9/8/2018,1,Pauri Garhwal,29.84,78.683,22.3,97,8.7,6.6,1702,11,210,0.445
9/9/2018,1,Pauri Garhwal,29.84,78.683,22.9,100,9.5,8,1702,11,210,0.445
9/10/2018,1,Pauri Garhwal,29.84,78.683,22.3,100,2.5,9.2,1702,11,210,0.445
9/11/2018,1,Pauri Garhwal,29.84,78.683,21.1,100,24.2,7.2,1702,11,210,0.445
9/12/2018,1,Pauri Garhwal,29.84,78.683,21.3,99,2.5,10.1,1702,11,210,0.445
9/13/2018,1,Pauri Garhwal,29.84,78.683,22.2,98,17.7,10.5,1702,11,210,0.445
9/14/2018,1,Pauri Garhwal,29.84,78.683,21.9,97,8.1,9,1702,11,210,0.445
9/15/2018,1,Pauri Garhwal,29.84,78.683,23.1,98,0.6,8.9,1702,11,210,0.445
9/16/2018,1,Pauri Garhwal,29.84,78.683,22.3,100,1.1,7.4,1702,11,210,0.445
9/17/2018,1,Pauri Garhwal,29.84,78.683,23.3,100,0,8.7,1702,11,210,0.445
9/18/2018,1,Pauri Garhwal,29.84,78.683,23.4,100,0.2,8.8,1702,11,210,0.445
9/19/2018,1,Pauri Garhwal,29.84,78.683,23.7,97,2.7,7.6,1702,11,210,0.445
9/20/2018,1,Pauri Garhwal,29.84,78.683,22.5,99,9.2,6.9,1702,11,210,0.445
9/21/2018,1,Pauri Garhwal,29.84,78.683,22.1,99,2.6,10.4,1702,11,210,0.445
9/22/2018,1,Pauri Garhwal,29.84,78.683,20.1,97,18.8,7.1,1702,11,210,0.445
9/23/2018,1,Pauri Garhwal,29.84,78.683,19,93,19.7,6,1702,11,210,0.445
9/24/2018,1,Pauri Garhwal,29.84,78.683,19.1,98,36.3,13.2,1702,11,210,0.445
9/25/2018,1,Pauri Garhwal,29.84,78.683,20.6,100,1.4,8.3,1702,11,210,0.445
9/26/2018,1,Pauri Garhwal,29.84,78.683,21.9,100,0.4,8.4,1702,11,210,0.445
9/27/2018,1,Pauri Garhwal,29.84,78.683,20.6,100,4.3,7.4,1702,11,210,0.445
9/28/2018,1,Pauri Garhwal,29.84,78.683,20.6,96,10,8.3,1702,11,210,0.445
