Date,Location_ID,District,Lat,Lon,Max_Temperature_C,Max_Humidity_pct,Total_Rainfall_mm,Max_Wind_Speed_kmh,Elevation_m,Slope_deg,Aspect_deg,Baseline_NDVI
2018-02-25,1,Pauri Garhwal,29.84,78.683,17.2,93,2.1,11.4,1703.4,11.3,208.6,0.4476
2018-02-26,1,Pauri Garhwal,29.84,78.683,18.3,91,0.0,9.2,1700.7,11.2,211.9,0.4347
2018-02-27,1,Pauri Garhwal,29.84,78.683,18.1,94,0.0,8.1,1701.5,10.5,208.5,0.4298
2018-02-28,1,Pauri Garhwal,29.84,78.683,17.4,95,0.0,9.0,1702.5,10.9,209.1,0.433
2018-03-01,1,Pauri Garhwal,29.84,78.683,20.3,94,0.0,9.7,1703.5,11.2,210.1,0.4423
2018-03-02,1,Pauri Garhwal,29.84,78.683,19.9,95,0.0,10.9,1701.3,11.1,208.1,0.4387
2018-03-03,1,Pauri Garhwal,29.84,78.683,20.0,85,0.5,9.7,1701.7,11.2,209.0,0.4278
2018-03-04,1,Pauri Garhwal,29.84,78.683,17.2,87,6.9,11.9,1700.3,11.6,210.8,0.4419
2018-03-05,1,Pauri Garhwal,29.84,78.683,16.4,95,2.4,11.5,1700.2,10.6,209.5,0.4355
2018-03-06,1,Pauri Garhwal,29.84,78.683,17.3,89,0.0,8.8,1703.2,11.3,212.0,0.4534
2018-03-07,1,Pauri Garhwal,29.84,78.683,18.9,85,0.0,10.4,1704.0,10.9,208.0,0.4391
2018-03-08,1,Pauri Garhwal,29.84,78.683,18.6,95,0.0,10.3,1701.9,11.3,209.6,0.4577
2018-03-09,1,Pauri Garhwal,29.84,78.683,19.7,91,0.0,14.4,1703.5,11.0,209.5,0.4484
2018-03-10,1,Pauri Garhwal,29.84,78.683,20.8,78,0.0,13.4,1702.5,11.6,210.0,0.4376
2018-03-11,1,Pauri Garhwal,29.84,78.683,20.5,76,0.1,9.4,1701.0,11.0,208.5,0.4425
2018-03-12,1,Pauri Garhwal,29.84,78.683,21.0,80,0.0,12.1,1702.5,10.8,209.3,0.443
2018-03-13,1,Pauri Garhwal,29.84,78.683,22.6,80,0.0,11.6,1704.3,11.1,210.9,0.4475
2018-03-14,1,Pauri Garhwal,29.84,78.683,22.5,83,0.1,9.5,1701.9,11.1,209.7,0.4504
2018-03-15,1,Pauri Garhwal,29.84,78.683,16.7,79,8.8,11.3,1704.3,11.3,208.7,0.4382
2018-03-16,1,Pauri Garhwal,29.84,78.683,18.5,87,2.1,12.6,1698.1,11.1,212.5,0.4414
2018-03-17,1,Pauri Garhwal,29.84,78.683,18.3,70,0.8,10.9,1703.2,11.7,210.1,0.4467
2018-03-18,1,Pauri Garhwal,29.84,78.683,20.8,72,0.0,10.7,1702.1,11.0,210.7,0.4006
2018-03-19,1,Pauri Garhwal,29.84,78.683,20.8,75,0.0,10.7,1701.6,11.0,210.9,0.4533
2018-03-20,1,Pauri Garhwal,29.84,78.683,22.7,81,0.0,12.1,1702.1,10.8,209.9,0.4307
2018-03-21,1,Pauri Garhwal,29.84,78.683,19.7,92,11.1,10.9,1699.0,11.0,209.1,0.4407
2018-03-22,1,Pauri Garhwal,29.84,78.683,18.2,93,4.4,12.7,1701.7,11.1,210.2,0.4348
2018-03-23,1,Pauri Garhwal,29.84,78.683,19.4,85,0.0,9.7,1702.5,11.1,209.2,0.4562
2018-03-24,1,Pauri Garhwal,29.84,78.683,21.3,87,0.4,9.5,1704.2,11.0,210.4,0.4604
2018-03-25,1,Pauri Garhwal,29.84,78.683,21.5,85,1.6,9.7,1701.2,10.8,209.8,0.4433
2018-03-26,1,Pauri Garhwal,29.84,78.683,23.8,77,0.0,11.8,1700.8,10.7,211.2,0.4435
2018-03-27,1,Pauri Garhwal,29.84,78.683,24.5,86,0.0,12.8,1701.2,10.9,208.6,0.4444
2018-03-28,1,Pauri Garhwal,29.84,78.683,24.0,76,0.3,14.8,1703.4,11.3,210.9,0.4448
2018-03-29,1,Pauri Garhwal,29.84,78.683,23.0,71,1.1,9.7,1702.5,11.4,210.7,0.46
2018-03-30,1,Pauri Garhwal,29.84,78.683,20.6,70,0.7,9.4,1701.2,11.0,209.7,0.4902
2018-03-31,1,Pauri Garhwal,29.84,78.683,20.1,73,0.0,11.3,1702.8,10.7,210.9,0.4424
2018-04-01,1,Pauri Garhwal,29.84,78.683,21.0,76,0.0,12.1,1702.1,11.0,210.5,0.4535
2018-04-02,1,Pauri Garhwal,29.84,78.683,22.0,86,0.0,10.9,1703.5,11.6,210.8,0.4323
2018-04-03,1,Pauri Garhwal,29.84,78.683,21.8,83,1.1,9.4,1700.9,11.3,210.7,0.4337
2018-04-04,1,Pauri Garhwal,29.84,78.683,22.5,87,1.8,8.4,1701.5,11.2,210.1,0.4297
2018-04-05,1,Pauri Garhwal,29.84,78.683,23.3,85,2.0,12.4,1701.4,11.3,209.3,0.4651
2018-04-06,1,Pauri Garhwal,29.84,78.683,22.7,82,3.6,11.8,1699.8,11.5,209.3,0.4556
2018-04-07,1,Pauri Garhwal,29.84,78.683,17.8,88,6.8,6.9,1702.4,10.7,209.7,0.4392
2018-04-08,1,Pauri Garhwal,29.84,78.683,21.1,93,10.7,10.1,1702.4,10.9,211.0,0.4482
2018-04-09,1,Pauri Garhwal,29.84,78.683,20.3,91,1.2,7.1,1702.0,10.8,210.8,0.4565
2018-04-10,1,Pauri Garhwal,29.84,78.683,20.4,93,0.6,7.4,1701.6,11.2,211.2,0.4629
2018-04-11,1,Pauri Garhwal,29.84,78.683,18.8,93,3.7,11.0,1699.9,11.0,211.3,0.4511
2018-04-12,1,Pauri Garhwal,29.84,78.683,20.3,93,3.1,7.3,1701.4,11.2,209.7,0.4464
2018-04-13,1,Pauri Garhwal,29.84,78.683,20.6,88,0.0,8.2,1701.5,10.8,212.4,0.4648
2018-04-14,1,Pauri Garhwal,29.84,78.683,22.8,71,0.0,13.3,1700.8,11.4,209.9,0.4284
2018-04-15,1,Pauri Garhwal,29.84,78.683,24.3,67,0.0,9.2,1701.8,11.0,209.4,0.4162
2018-04-16,1,Pauri Garhwal,29.84,78.683,23.5,64,1.0,11.8,1702.6,11.2,210.4,0.4638
2018-04-17,1,Pauri Garhwal,29.84,78.683,23.7,66,1.1,12.6,1704.8,11.4,210.6,0.4383
2018-04-18,1,Pauri Garhwal,29.84,78.683,24.9,69,0.0,13.8,1702.3,11.3,209.1,0.4651
2018-04-19,1,Pauri Garhwal,29.84,78.683,25.2,66,0.0,17.6,1702.4,11.1,209.8,0.4738
2018-04-20,1,Pauri Garhwal,29.84,78.683,23.8,71,1.4,10.8,1701.9,11.2,209.5,0.4728
2018-04-21,1,Pauri Garhwal,29.84,78.683,23.3,79,3.7,11.1,1699.1,11.5,210.2,0.3998
2018-04-22,1,Pauri Garhwal,29.84,78.683,23.6,64,0.0,11.3,1702.0,11.2,211.0,0.457
2018-04-23,1,Pauri Garhwal,29.84,78.683,23.9,56,0.6,9.7,1702.1,10.8,209.7,0.4374
2018-04-24,1,Pauri Garhwal,29.84,78.683,24.9,62,0.0,11.5,1705.7,11.2,210.7,0.4352
2018-04-25,1,Pauri Garhwal,29.84,78.683,25.8,57,0.0,10.0,1701.7,11.0,208.3,0.4506
2018-04-26,1,Pauri Garhwal,29.84,78.683,26.1,61,0.5,12.0,1702.5,10.3,211.1,0.4356
2018-04-27,1,Pauri Garhwal,29.84,78.683,22.5,73,4.3,12.6,1701.9,11.1,209.5,0.4562
2018-04-28,1,Pauri Garhwal,29.84,78.683,23.7,83,0.0,8.4,1700.2,11.0,209.4,0.4648
2018-04-29,1,Pauri Garhwal,29.84,78.683,23.1,79,0.6,12.6,1703.7,11.3,210.5,0.442
2018-04-30,1,Pauri Garhwal,29.84,78.683,23.5,85,4.5,14.6,1703.1,10.8,210.5,0.4504
2018-05-01,1,Pauri Garhwal,29.84,78.683,21.6,93,1.5,8.1,1703.2,10.5,209.9,0.4381
2018-05-02,1,Pauri Garhwal,29.84,78.683,21.6,91,2.8,7.9,1700.6,11.1,208.9,0.452
2018-05-03,1,Pauri Garhwal,29.84,78.683,21.5,93,0.5,10.5,1704.1,11.1,209.4,0.4663
2018-05-04,1,Pauri Garhwal,29.84,78.683,21.1,99,3.3,10.5,1699.9,11.0,210.1,0.4511
2018-05-05,1,Pauri Garhwal,29.84,78.683,23.3,84,0.6,14.9,1702.9,11.0,210.6,0.4432
2018-05-06,1,Pauri Garhwal,29.84,78.683,25.8,75,0.1,13.5,1705.3,10.7,209.0,0.4647
2018-05-07,1,Pauri Garhwal,29.84,78.683,24.4,73,0.1,11.2,1700.5,11.0,209.2,0.4389
2018-05-08,1,Pauri Garhwal,29.84,78.683,18.1,90,5.7,14.0,1701.2,10.9,210.3,0.4393
2018-05-09,1,Pauri Garhwal,29.84,78.683,22.8,90,4.1,10.2,1702.1,11.3,209.9,0.435
2018-05-10,1,Pauri Garhwal,29.84,78.683,24.3,72,0.0,8.6,1701.2,11.1,210.2,0.4215
2018-05-11,1,Pauri Garhwal,29.84,78.683,26.2,77,0.0,9.6,1699.7,10.9,206.9,0.4321
2018-05-12,1,Pauri Garhwal,29.84,78.683,26.0,85,0.0,11.5,1702.1,11.5,209.6,0.4458
2018-05-13,1,Pauri Garhwal,29.84,78.683,25.7,84,2.8,12.6,1700.4,10.9,211.0,0.4484
2018-05-14,1,Pauri Garhwal,29.84,78.683,21.6,87,6.1,11.2,1702.7,11.2,209.3,0.4305
2018-05-15,1,Pauri Garhwal,29.84,78.683,24.0,89,0.3,10.2,1700.6,10.9,210.6,0.4373
2018-05-16,1,Pauri Garhwal,29.84,78.683,25.2,87,0.7,14.0,1704.3,11.5,208.5,0.4166
2018-05-17,1,Pauri Garhwal,29.84,78.683,26.1,81,1.6,11.5,1700.8,11.0,208.1,0.4778
2018-05-18,1,Pauri Garhwal,29.84,78.683,24.3,82,5.3,9.5,1701.5,11.0,210.5,0.467
2018-05-19,1,Pauri Garhwal,29.84,78.683,26.4,81,0.0,11.2,1703.2,11.0,209.9,0.4343
2018-05-20,1,Pauri Garhwal,29.84,78.683,27.6,65,0.0,14.1,1700.2,11.1,209.6,0.4471
2018-05-21,1,Pauri Garhwal,29.84,78.683,29.6,51,0.0,14.1,1702.3,11.4,211.0,0.4318
2018-05-22,1,Pauri Garhwal,29.84,78.683,29.7,50,0.0,12.3,1704.0,11.3,209.6,0.4604
2018-05-23,1,Pauri Garhwal,29.84,78.683,29.0,63,2.0,12.0,1699.6,11.0,209.2,0.4546
2018-05-24,1,Pauri Garhwal,29.84,78.683,28.2,67,1.3,11.5,1702.3,11.5,209.1,0.4253
2018-05-25,1,Pauri Garhwal,29.84,78.683,28.9,63,0.0,11.4,1702.4,11.3,208.9,0.4304
2018-05-26,1,Pauri Garhwal,29.84,78.683,29.4,54,0.0,12.0,1703.2,10.9,210.6,0.444
2018-05-27,1,Pauri Garhwal,29.84,78.683,28.3,54,1.6,9.9,1700.1,10.6,209.6,0.4658
2018-05-28,1,Pauri Garhwal,29.84,78.683,27.8,57,2.6,11.6,1700.0,10.9,211.4,0.4393
2018-05-29,1,Pauri Garhwal,29.84,78.683,24.9,77,2.1,15.3,1702.8,11.1,206.5,0.4646
2018-05-30,1,Pauri Garhwal,29.84,78.683,26.0,82,1.8,10.6,1702.4,11.2,211.1,0.4497
2018-05-31,1,Pauri Garhwal,29.84,78.683,24.7,87,3.9,10.1,1702.4,11.4,210.4,0.4325
2018-06-01,1,Pauri Garhwal,29.84,78.683,24.5,90,6.1,9.7,1702.5,10.7,209.9,0.4387
2018-06-02,1,Pauri Garhwal,29.84,78.683,23.6,93,6.2,8.1,1701.0,10.9,208.5,0.4545
2018-06-03,1,Pauri Garhwal,29.84,78.683,23.7,90,1.1,9.1,1702.3,10.6,208.0,0.4576
2018-06-04,1,Pauri Garhwal,29.84,78.683,25.4,87,1.1,9.4,1702.4,10.6,210.9,0.459
2018-06-05,1,Pauri Garhwal,29.84,78.683,25.7,94,4.5,7.6,1700.9,10.8,210.3,0.4482
2018-06-06,1,Pauri Garhwal,29.84,78.683,25.1,92,9.6,8.4,1704.8,11.1,210.3,0.4517
2018-06-07,1,Pauri Garhwal,29.84,78.683,25.2,94,1.0,8.4,1702.7,11.2,209.9,0.4788
2018-06-08,1,Pauri Garhwal,29.84,78.683,24.3,96,14.2,8.7,1700.2,10.7,211.0,0.4811
2018-06-09,1,Pauri Garhwal,29.84,78.683,25.4,98,5.1,8.6,1703.0,10.8,209.3,0.4457
2018-06-10,1,Pauri Garhwal,29.84,78.683,25.2,96,4.7,9.0,1700.5,10.5,209.6,0.4185
2018-06-11,1,Pauri Garhwal,29.84,78.683,26.2,98,0.9,11.9,1703.2,11.1,209.8,0.4469
2018-06-12,1,Pauri Garhwal,29.84,78.683,28.9,96,0.0,12.2,1703.7,10.8,209.7,0.4467
2018-06-13,1,Pauri Garhwal,29.84,78.683,27.7,73,0.1,13.0,1700.8,11.5,211.6,0.4261
2018-06-14,1,Pauri Garhwal,29.84,78.683,26.2,92,3.8,12.2,1703.4,11.1,208.5,0.4469
2018-06-15,1,Pauri Garhwal,29.84,78.683,24.6,94,8.1,9.4,1702.6,10.9,207.7,0.4293
2018-06-16,1,Pauri Garhwal,29.84,78.683,24.1,97,23.7,10.9,1703.2,10.8,208.3,0.4507
2018-06-17,1,Pauri Garhwal,29.84,78.683,21.5,95,35.1,9.1,1704.8,10.6,210.8,0.4539
2018-06-18,1,Pauri Garhwal,29.84,78.683,25.1,96,2.3,14.6,1701.6,10.6,209.9,0.4529
2018-06-19,1,Pauri Garhwal,29.84,78.683,25.8,93,4.8,6.8,1700.9,10.8,208.1,0.4598
2018-06-20,1,Pauri Garhwal,29.84,78.683,26.0,89,1.2,8.7,1700.7,10.8,210.1,0.452
2018-06-21,1,Pauri Garhwal,29.84,78.683,27.7,82,1.7,9.7,1700.8,10.7,209.6,0.4568
2018-06-22,1,Pauri Garhwal,29.84,78.683,27.5,81,0.1,9.8,1701.9,11.1,210.7,0.4644
2018-06-23,1,Pauri Garhwal,29.84,78.683,28.3,90,0.0,12.2,1702.5,11.2,211.0,0.4384
2018-06-24,1,Pauri Garhwal,29.84,78.683,26.8,89,0.2,8.2,1702.4,10.9,213.0,0.4428
2018-06-25,1,Pauri Garhwal,29.84,78.683,28.5,89,0.0,10.6,1703.2,11.6,208.6,0.4397
2018-06-26,1,Pauri Garhwal,29.84,78.683,26.4,94,9.4,9.5,1702.0,10.5,207.8,0.4338
2018-06-27,1,Pauri Garhwal,29.84,78.683,24.2,97,21.0,9.4,1704.2,11.0,210.7,0.4405
2018-06-28,1,Pauri Garhwal,29.84,78.683,24.4,97,15.1,13.4,1701.6,10.9,211.2,0.4575
2018-06-29,1,Pauri Garhwal,29.84,78.683,23.5,99,6.2,12.9,1706.1,10.8,208.5,0.4559
2018-06-30,1,Pauri Garhwal,29.84,78.683,23.2,97,6.3,8.8,1702.9,10.8,208.5,0.4196
2018-07-01,1,Pauri Garhwal,29.84,78.683,23.4,100,25.9,10.1,1700.7,11.0,210.4,0.4707
2018-07-02,1,Pauri Garhwal,29.84,78.683,23.3,100,31.5,10.1,1700.4,10.9,212.1,0.4577
2018-07-03,1,Pauri Garhwal,29.84,78.683,23.9,100,11.8,6.5,1702.7,10.9,208.9,0.4484
2018-07-04,1,Pauri Garhwal,29.84,78.683,23.2,98,13.2,10.4,1701.7,10.6,210.1,0.4243
2018-07-05,1,Pauri Garhwal,29.84,78.683,26.4,96,0.1,10.1,1703.1,10.5,207.7,0.4272
2018-07-06,1,Pauri Garhwal,29.84,78.683,25.7,100,0.2,9.2,1702.7,10.9,209.8,0.4675
2018-07-07,1,Pauri Garhwal,29.84,78.683,25.7,100,0.0,7.9,1701.9,10.9,209.9,0.4601
2018-07-08,1,Pauri Garhwal,29.84,78.683,24.9,96,2.4,10.3,1700.7,10.9,211.8,0.4619
2018-07-09,1,Pauri Garhwal,29.84,78.683,23.0,98,18.9,9.0,1699.7,11.0,209.2,0.443
2018-07-10,1,Pauri Garhwal,29.84,78.683,22.1,97,7.1,10.1,1701.3,10.8,210.8,0.4646
2018-07-11,1,Pauri Garhwal,29.84,78.683,22.9,98,12.6,11.0,1703.3,10.9,209.1,0.4245
2018-07-12,1,Pauri Garhwal,29.84,78.683,23.1,98,5.1,10.5,1702.3,10.7,210.1,0.4265
2018-07-13,1,Pauri Garhwal,29.84,78.683,21.5,99,13.5,8.1,1700.1,11.5,212.5,0.4601
2018-07-14,1,Pauri Garhwal,29.84,78.683,22.0,100,6.6,8.7,1702.3,10.8,212.2,0.4312
2018-07-15,1,Pauri Garhwal,29.84,78.683,23.4,99,5.0,9.0,1702.6,10.9,212.4,0.4444
2018-07-16,1,Pauri Garhwal,29.84,78.683,22.2,98,7.0,8.5,1700.7,10.8,210.5,0.4184
2018-07-17,1,Pauri Garhwal,29.84,78.683,23.7,100,6.3,12.1,1702.2,10.8,209.7,0.4023
2018-07-18,1,Pauri Garhwal,29.84,78.683,22.4,98,13.9,8.1,1702.1,11.0,210.3,0.4297
2018-07-19,1,Pauri Garhwal,29.84,78.683,24.9,98,9.3,8.9,1700.3,11.0,210.6,0.4393
2018-07-20,1,Pauri Garhwal,29.84,78.683,23.7,100,6.6,7.1,1702.5,10.9,210.5,0.4311
2018-07-21,1,Pauri Garhwal,29.84,78.683,23.5,99,9.2,10.0,1702.8,10.9,209.1,0.4543
2018-07-22,1,Pauri Garhwal,29.84,78.683,21.2,100,11.3,9.0,1703.6,10.8,209.1,0.4602
2018-07-23,1,Pauri Garhwal,29.84,78.683,23.7,96,13.6,9.1,1703.6,11.1,209.3,0.4542
2018-07-24,1,Pauri Garhwal,29.84,78.683,25.3,97,1.9,10.1,1699.9,11.6,211.3,0.4277
2018-07-25,1,Pauri Garhwal,29.84,78.683,21.8,99,25.3,7.9,1700.6,10.7,211.4,0.4529
2018-07-26,1,Pauri Garhwal,29.84,78.683,22.1,99,30.9,7.1,1702.8,11.1,213.8,0.4266
2018-07-27,1,Pauri Garhwal,29.84,78.683,21.3,100,27.2,4.1,1702.8,11.0,210.5,0.4729
2018-07-28,1,Pauri Garhwal,29.84,78.683,20.4,100,232.2,8.0,1702.8,11.2,209.1,0.4457
2018-07-29,1,Pauri Garhwal,29.84,78.683,23.2,100,145.6,7.7,1707.8,11.2,209.4,0.4322
2018-07-30,1,Pauri Garhwal,29.84,78.683,22.4,100,5.0,9.2,1702.9,11.1,209.8,0.4458
2018-07-31,1,Pauri Garhwal,29.84,78.683,20.7,100,8.7,5.1,1703.7,11.0,211.8,0.4475
2018-08-01,1,Pauri Garhwal,29.84,78.683,22.4,100,5.5,7.8,1703.4,10.9,210.9,0.4556
2018-08-02,1,Pauri Garhwal,29.84,78.683,23.2,97,4.7,7.2,1703.0,10.8,208.4,0.4167
2018-08-03,1,Pauri Garhwal,29.84,78.683,20.1,100,41.8,9.8,1701.5,11.0,209.9,0.4346
2018-08-04,1,Pauri Garhwal,29.84,78.683,21.0,100,33.4,6.6,1703.1,10.6,208.2,0.4522
2018-08-05,1,Pauri Garhwal,29.84,78.683,19.9,99,83.9,9.0,1700.8,10.8,210.7,0.4567
2018-08-06,1,Pauri Garhwal,29.84,78.683,20.4,100,28.0,4.8,1701.6,11.3,209.2,0.4941
2018-08-07,1,Pauri Garhwal,29.84,78.683,21.9,99,13.6,5.0,1701.3,11.0,209.3,0.4657
2018-08-08,1,Pauri Garhwal,29.84,78.683,23.1,98,1.7,6.9,1702.1,11.3,207.7,0.4347
2018-08-09,1,Pauri Garhwal,29.84,78.683,22.9,100,6.7,9.7,1705.5,11.4,210.9,0.4716
2018-08-10,1,Pauri Garhwal,29.84,78.683,22.3,100,16.6,9.5,1699.2,10.9,211.5,0.4537
2018-08-11,1,Pauri Garhwal,29.84,78.683,21.7,99,9.4,9.4,1703.0,11.1,209.2,0.4655
2018-08-12,1,Pauri Garhwal,29.84,78.683,20.7,100,32.7,7.2,1699.6,10.9,209.8,0.452
2018-08-13,1,Pauri Garhwal,29.84,78.683,22.6,99,24.2,5.5,1701.3,10.8,209.4,0.4666
2018-08-14,1,Pauri Garhwal,29.84,78.683,21.3,100,27.8,7.8,1703.6,10.7,209.7,0.4612
2018-08-15,1,Pauri Garhwal,29.84,78.683,21.7,100,15.7,8.3,1702.1,11.3,209.0,0.4533
2018-08-16,1,Pauri Garhwal,29.84,78.683,23.7,97,6.0,7.6,1700.4,11.1,208.7,0.4384
2018-08-17,1,Pauri Garhwal,29.84,78.683,22.0,98,6.5,6.4,1700.9,11.6,211.6,0.4384
2018-08-18,1,Pauri Garhwal,29.84,78.683,22.6,99,10.0,8.1,1703.0,11.3,206.8,0.4308
2018-08-19,1,Pauri Garhwal,29.84,78.683,23.7,99,6.1,9.7,1700.9,10.8,210.6,0.4439
2018-08-20,1,Pauri Garhwal,29.84,78.683,22.6,98,7.0,8.0,1702.3,11.3,210.3,0.4616
2018-08-21,1,Pauri Garhwal,29.84,78.683,23.1,97,1.8,7.6,1702.1,10.9,212.0,0.4537
2018-08-22,1,Pauri Garhwal,29.84,78.683,21.5,98,30.0,10.0,1701.0,11.4,209.7,0.4334
