Target,Date,Lat,Lon,Elevation_m,Rainfall_Day_0_mm,Rainfall_Antecedent_3D_mm,Rainfall_Antecedent_7D_mm,Rainfall_Antecedent_15D_mm,Soil_Moisture_Surface,Soil_Moisture_Deep
0,14-10-2001,30.389,78.48,654.0,0.0,0.0,0.8,20.099999999999998,0.27,0.344
0,15-10-2001,30.389,78.48,654.0,0.0,0.0,0.8,17.799999999999997,0.259,0.341
0,16-10-2001,30.389,78.48,654.0,0.0,0.0,0.8,17.599999999999998,0.25,0.339
0,17-10-2001,30.389,78.48,654.0,0.0,0.0,0.8,15.5,0.245,0.337
0,18-10-2001,30.389,78.48,654.0,0.0,0.0,0.0,12.100000000000001,0.241,0.335
0,19-10-2001,30.389,78.48,654.0,0.0,0.0,0.0,6.800000000000001,0.234,0.333
0,20-10-2001,30.389,78.48,654.0,0.0,0.0,0.0,2.6,0.227,0.331
0,21-10-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.8,0.222,0.329
0,22-10-2001,30.389,78.48,654.0,1.1,0.0,0.0,0.8,0.223,0.328
0,23-10-2001,30.389,78.48,654.0,0.3,1.1,1.1,1.9000000000000001,0.226,0.327
0,24-10-2001,30.389,78.48,654.0,0.0,1.4000000000000001,1.4000000000000001,2.2,0.222,0.325
0,25-10-2001,30.389,78.48,654.0,0.0,1.4000000000000001,1.4000000000000001,2.2,0.219,0.323
0,26-10-2001,30.389,78.48,654.0,0.0,0.3,1.4000000000000001,1.4000000000000001,0.217,0.322
0,27-10-2001,30.389,78.48,654.0,0.5,0.0,1.4000000000000001,1.4000000000000001,0.215,0.321
0,28-10-2001,30.389,78.48,654.0,1.7,0.5,1.9000000000000001,1.9000000000000001,0.219,0.32
0,29-10-2001,30.389,78.48,654.0,2.4,2.2,3.6,3.6,0.246,0.319
0,30-10-2001,30.389,78.48,654.0,0.3,4.6,4.9,6.0,0.253,0.318
0,31-10-2001,30.389,78.48,654.0,0.0,4.3999999999999995,4.9,6.3,0.249,0.317
0,01-11-2001,30.389,78.48,654.0,0.0,2.6999999999999993,4.9,6.3,0.241,0.316
0,02-11-2001,30.389,78.48,654.0,0.0,0.3,4.9,6.3,0.233,0.315
0,03-11-2001,30.389,78.48,654.0,0.6,0.0,4.9,6.3,0.226,0.314
0,04-11-2001,30.389,78.48,654.0,1.0,0.6,5.0,6.9,0.244,0.314
0,05-11-2001,30.389,78.48,654.0,0.0,1.6,4.3,7.9,0.246,0.313
0,06-11-2001,30.389,78.48,654.0,0.5,1.6,1.9,7.9,0.241,0.312
0,07-11-2001,30.389,78.48,654.0,0.0,1.5,2.0999999999999996,7.300000000000001,0.237,0.311
0,08-11-2001,30.389,78.48,654.0,0.0,0.5000000000000001,2.0999999999999996,7.0,0.231,0.31
0,09-11-2001,30.389,78.48,654.0,0.0,0.5000000000000001,2.0999999999999996,7.0,0.225,0.31
0,10-11-2001,30.389,78.48,654.0,0.0,0.0,2.0999999999999996,7.0,0.22,0.309
0,11-11-2001,30.389,78.48,654.0,0.0,0.0,1.5,7.0,0.215,0.308
0,12-11-2001,30.389,78.48,654.0,0.0,0.0,0.5,6.5,0.211,0.308
0,13-11-2001,30.389,78.48,654.0,0.0,0.0,0.5,4.800000000000001,0.207,0.307
0,14-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,2.4,0.204,0.306
0,15-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,2.1,0.201,0.305
0,16-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,2.1,0.199,0.305
0,17-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,2.1,0.198,0.304
0,18-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,2.1,0.196,0.303
0,19-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,1.5,0.195,0.303
0,20-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.5,0.195,0.302
0,21-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.5,0.194,0.302
0,22-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.193,0.301
0,23-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.193,0.301
0,24-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.192,0.3
0,25-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.192,0.3
0,26-11-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.193,0.299
0,27-11-2001,30.389,78.48,654.0,0.9,0.0,0.0,0.0,0.202,0.299
0,28-11-2001,30.389,78.48,654.0,0.0,0.9000000000000001,0.9,0.9,0.208,0.299
0,29-11-2001,30.389,78.48,654.0,0.0,0.9000000000000001,0.9,0.9,0.205,0.298
0,30-11-2001,30.389,78.48,654.0,0.0,0.9000000000000001,0.9,0.9,0.203,0.298
0,01-12-2001,30.389,78.48,654.0,0.0,0.0,0.9,0.9,0.2,0.298
0,02-12-2001,30.389,78.48,654.0,0.0,0.0,0.9,0.9,0.198,0.297
0,03-12-2001,30.389,78.48,654.0,0.0,0.0,0.9,0.9,0.197,0.297
0,04-12-2001,30.389,78.48,654.0,0.0,0.0,0.9,0.9,0.195,0.297
0,05-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.9,0.194,0.296
0,06-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.9,0.193,0.296
0,07-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.9,0.192,0.296
0,08-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.9,0.192,0.295
0,09-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.9,0.192,0.295
0,10-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,0.9,0.192,0.295
0,11-12-2001,30.389,78.48,654.0,4.3,0.0,0.0,0.9,0.205,0.295
0,12-12-2001,30.389,78.48,654.0,0.0,4.3,4.3,5.2,0.211,0.294
0,13-12-2001,30.389,78.48,654.0,0.0,4.3,4.3,4.3,0.208,0.294
0,14-12-2001,30.389,78.48,654.0,0.0,4.3,4.3,4.3,0.205,0.294
0,15-12-2001,30.389,78.48,654.0,7.3,0.0,4.3,4.3,0.269,0.294
0,16-12-2001,30.389,78.48,654.0,0.0,7.3,11.6,11.6,0.336,0.294
0,17-12-2001,30.389,78.48,654.0,0.0,7.3,11.6,11.6,0.326,0.295
0,18-12-2001,30.389,78.48,654.0,0.0,7.3,11.6,11.6,0.317,0.295
0,19-12-2001,30.389,78.48,654.0,2.1,0.0,7.3,11.6,0.352,0.295
0,20-12-2001,30.389,78.48,654.0,0.0,2.1,9.4,13.7,0.357,0.296
0,21-12-2001,30.389,78.48,654.0,0.0,2.1,9.4,13.7,0.344,0.297
0,22-12-2001,30.389,78.48,654.0,0.0,2.1,9.4,13.7,0.333,0.297
0,23-12-2001,30.389,78.48,654.0,0.0,0.0,2.1,13.7,0.323,0.297
0,24-12-2001,30.389,78.48,654.0,0.0,0.0,2.1,13.7,0.314,0.297
0,25-12-2001,30.389,78.48,654.0,0.0,0.0,2.1,13.7,0.305,0.297
0,26-12-2001,30.389,78.48,654.0,0.0,0.0,2.1,13.7,0.299,0.297
0,27-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,9.399999999999999,0.294,0.297
0,28-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,9.399999999999999,0.288,0.297
0,29-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,9.399999999999999,0.282,0.297
0,30-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,9.399999999999999,0.275,0.297
0,31-12-2001,30.389,78.48,654.0,0.0,0.0,0.0,2.1,0.268,0.296
0,01-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,2.1,0.263,0.296
0,02-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,2.1,0.257,0.296
0,03-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,2.1,0.252,0.296
0,04-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.247,0.296
0,05-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.242,0.295
0,06-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.237,0.295
0,07-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.233,0.295
0,08-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.229,0.295
0,09-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.224,0.295
0,10-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.221,0.294
0,11-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.217,0.294
0,12-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.214,0.294
0,13-01-2002,30.389,78.48,654.0,0.0,0.0,0.0,0.0,0.211,0.293
0,14-01-2002,30.389,78.48,654.0,2.0,0.0,0.0,0.0,0.22,0.293
0,15-01-2002,30.389,78.48,654.0,9.2,2.0,2.0,2.0,0.284,0.293
0,16-01-2002,30.389,78.48,654.0,0.6,11.2,11.2,11.2,0.412,0.297
0,17-01-2002,30.389,78.48,654.0,2.1,11.799999999999999,11.799999999999999,11.799999999999999,0.411,0.304
0,18-01-2002,30.389,78.48,654.0,10.1,11.899999999999999,13.899999999999999,13.899999999999999,0.451,0.315
0,19-01-2002,30.389,78.48,654.0,3.1,12.8,24.0,24.0,0.456,0.338
0,20-01-2002,30.389,78.48,654.0,1.8,15.3,27.1,27.1,0.44,0.352
0,21-01-2002,30.389,78.48,654.0,0.0,15.0,28.9,28.9,0.425,0.358
0,22-01-2002,30.389,78.48,654.0,0.0,4.900000000000002,26.9,28.9,0.405,0.36
0,23-01-2002,30.389,78.48,654.0,0.4,1.8000000000000018,17.7,28.9,0.391,0.361
0,24-01-2002,30.389,78.48,654.0,0.0,0.4000000000000018,17.5,29.3,0.379,0.36
0,25-01-2002,30.389,78.48,654.0,0.0,0.4000000000000018,15.400000000000002,29.3,0.369,0.359
0,26-01-2002,30.389,78.48,654.0,0.0,0.4000000000000018,5.3,29.3,0.363,0.358
0,27-01-2002,30.389,78.48,654.0,11.8,0.0,2.2,29.3,0.424,0.36
0,28-01-2002,30.389,78.48,654.0,0.0,11.800000000000002,12.200000000000001,41.1,0.446,0.373
0,29-01-2002,30.389,78.48,654.0,0.4,11.800000000000002,12.200000000000001,41.1,0.43,0.378
0,30-01-2002,30.389,78.48,654.0,0.0,12.200000000000003,12.600000000000001,39.5,0.417,0.379
0,31-01-2002,30.389,78.48,654.0,0.0,0.4000000000000018,12.200000000000001,30.3,0.405,0.379
0,01-02-2002,30.389,78.48,654.0,0.0,0.4000000000000018,12.200000000000001,29.7,0.393,0.378
0,02-02-2002,30.389,78.48,654.0,0.0,0.0,12.200000000000001,27.6,0.381,0.377
0,03-02-2002,30.389,78.48,654.0,0.0,0.0,12.200000000000001,17.5,0.369,0.375
0,04-02-2002,30.389,78.48,654.0,0.0,0.0,0.4,14.400000000000002,0.357,0.373
0,05-02-2002,30.389,78.48,654.0,2.8,0.0,0.4,12.600000000000001,0.348,0.371
0,06-02-2002,30.389,78.48,654.0,6.5,2.8000000000000016,2.8,15.4,0.404,0.37
0,07-02-2002,30.389,78.48,654.0,4.4,9.3,9.3,21.9,0.457,0.378
0,08-02-2002,30.389,78.48,654.0,4.9,13.700000000000003,13.7,25.900000000000002,0.471,0.397
0,09-02-2002,30.389,78.48,654.0,18.3,15.8,18.6,30.800000000000004,0.501,0.453
0,10-02-2002,30.389,78.48,654.0,0.0,27.6,36.900000000000006,49.1,0.473,0.467
0,11-02-2002,30.389,78.48,654.0,24.1,23.200000000000003,36.900000000000006,49.1,0.485,0.472
0,12-02-2002,30.389,78.48,654.0,3.2,42.400000000000006,61.0,61.4,0.482,0.479
0,13-02-2002,30.389,78.48,654.0,0.0,27.3,61.400000000000006,64.6,0.472,0.473
0,14-02-2002,30.389,78.48,654.0,0.0,27.3,54.900000000000006,64.2,0.453,0.464
0,15-02-2002,30.389,78.48,654.0,0.0,3.2,50.5,64.2,0.439,0.455
0,16-02-2002,30.389,78.48,654.0,0.0,0.0,45.6,64.2,0.428,0.447
0,17-02-2002,30.389,78.48,654.0,1.6,0.0,27.3,64.2,0.434,0.441
0,18-02-2002,30.389,78.48,654.0,0.0,1.6,28.900000000000002,65.80000000000001,0.44,0.439
0,19-02-2002,30.389,78.48,654.0,0.0,1.6,4.800000000000001,65.80000000000001,0.424,0.434
0,20-02-2002,30.389,78.48,654.0,0.0,1.6,1.6,65.80000000000001,0.411,0.429
0,21-02-2002,30.389,78.48,654.0,0.0,0.0,1.6,63.0,0.401,0.425
0,22-02-2002,30.389,78.48,654.0,3.5,0.0,1.6,56.5,0.402,0.42
0,23-02-2002,30.389,78.48,654.0,15.2,3.5,5.1,55.599999999999994,0.494,0.439
0,24-02-2002,30.389,78.48,654.0,1.4,18.7,20.299999999999997,65.9,0.488,0.473
0,25-02-2002,30.389,78.48,654.0,6.5,20.099999999999998,20.099999999999998,49.0,0.504,0.487
0,26-02-2002,30.389,78.48,654.0,0.1,23.1,26.599999999999998,55.5,0.48,0.484
0,27-02-2002,30.389,78.48,654.0,0.0,8.0,26.7,31.5,0.461,0.472
0,28-02-2002,30.389,78.48,654.0,0.0,6.6,26.7,28.3,0.447,0.462
0,01-03-2002,30.389,78.48,654.0,15.6,0.1,26.7,28.3,0.491,0.471
0,02-03-2002,30.389,78.48,654.0,50.9,15.6,38.8,43.9,0.483,0.501
0,03-03-2002,30.389,78.48,654.0,0.3,66.5,74.5,94.8,0.441,0.481
0,04-03-2002,30.389,78.48,654.0,0.0,66.8,73.39999999999999,95.1,0.441,0.468
0,05-03-2002,30.389,78.48,654.0,0.0,51.199999999999996,66.89999999999999,93.5,0.433,0.46
0,06-03-2002,30.389,78.48,654.0,0.0,0.3,66.8,93.5,0.423,0.452
0,07-03-2002,30.389,78.48,654.0,0.0,0.0,66.8,93.5,0.412,0.445
0,08-03-2002,30.389,78.48,654.0,8.8,0.0,66.8,93.5,0.422,0.44
0,09-03-2002,30.389,78.48,654.0,0.3,8.8,60.0,102.30000000000001,0.439,0.438
0,10-03-2002,30.389,78.48,654.0,3.4,9.100000000000001,9.400000000000002,99.10000000000001,0.457,0.438
0,11-03-2002,30.389,78.48,654.0,0.0,12.5,12.5,87.3,0.448,0.44
0,12-03-2002,30.389,78.48,654.0,0.0,3.6999999999999997,12.5,85.89999999999999,0.425,0.437
0,13-03-2002,30.389,78.48,654.0,0.0,3.4,12.5,79.39999999999999,0.41,0.433
0,14-03-2002,30.389,78.48,654.0,0.0,0.0,12.5,79.3,0.395,0.428
0,15-03-2002,30.389,78.48,654.0,0.0,0.0,12.5,79.3,0.38,0.422
0,16-03-2002,30.389,78.48,654.0,0.0,0.0,3.6999999999999997,79.3,0.37,0.417
0,17-03-2002,30.389,78.48,654.0,0.0,0.0,3.4,63.7,0.361,0.412
0,18-03-2002,30.389,78.48,654.0,0.0,0.0,0.0,12.8,0.348,0.407
0,19-03-2002,30.389,78.48,654.0,0.0,0.0,0.0,12.5,0.338,0.402
0,20-03-2002,30.389,78.48,654.0,0.0,0.0,0.0,12.5,0.34,0.398
0,21-03-2002,30.389,78.48,654.0,4.1,0.0,0.0,12.5,0.368,0.395
0,22-03-2002,30.389,78.48,654.0,0.0,4.1,4.1,16.6,0.403,0.394
0,23-03-2002,30.389,78.48,654.0,0.9,4.1,4.1,16.6,0.401,0.393
0,24-03-2002,30.389,78.48,654.0,1.6,5.0,5.0,8.7,0.424,0.394
0,25-03-2002,30.389,78.48,654.0,4.1,2.5,6.6,9.999999999999998,0.441,0.396
0,26-03-2002,30.389,78.48,654.0,0.1,6.6,10.7,10.7,0.435,0.401
0,27-03-2002,30.389,78.48,654.0,0.0,5.799999999999999,10.799999999999999,10.799999999999999,0.41,0.401
0,28-03-2002,30.389,78.48,654.0,0.0,4.199999999999999,10.799999999999999,10.799999999999999,0.386,0.398
0,29-03-2002,30.389,78.48,654.0,0.0,0.1,6.699999999999999,10.799999999999999,0.363,0.394
0,30-03-2002,30.389,78.48,654.0,0.0,0.0,6.699999999999999,10.799999999999999,0.342,0.39
0,31-03-2002,30.389,78.48,654.0,0.6,0.0,5.799999999999999,10.799999999999999,0.326,0.386
0,01-04-2002,30.389,78.48,654.0,4.4,0.6,4.8,11.399999999999999,0.36,0.383
0,02-04-2002,30.389,78.48,654.0,0.1,5.0,5.1000000000000005,15.8,0.38,0.382
0,03-04-2002,30.389,78.48,654.0,0.0,5.1,5.1000000000000005,15.9,0.365,0.38
0,04-04-2002,30.389,78.48,654.0,0.0,4.5,5.1000000000000005,15.9,0.341,0.376
0,05-04-2002,30.389,78.48,654.0,0.0,0.1,5.1000000000000005,15.9,0.32,0.373
0,06-04-2002,30.389,78.48,654.0,0.0,0.0,5.1000000000000005,11.8,0.303,0.37
0,07-04-2002,30.389,78.48,654.0,0.0,0.0,5.1000000000000005,11.8,0.289,0.366
0,08-04-2002,30.389,78.48,654.0,2.4,0.0,4.5,10.9,0.291,0.363
0,09-04-2002,30.389,78.48,654.0,0.3,2.4,2.5,11.7,0.306,0.361
0,10-04-2002,30.389,78.48,654.0,0.0,2.6999999999999997,2.6999999999999997,7.9,0.307,0.358
0,11-04-2002,30.389,78.48,654.0,0.3,2.6999999999999997,2.6999999999999997,7.800000000000001,0.306,0.356
0,12-04-2002,30.389,78.48,654.0,0.0,0.6,3.0,8.100000000000001,0.313,0.353
0,13-04-2002,30.389,78.48,654.0,0.0,0.3,3.0,8.100000000000001,0.294,0.351
0,14-04-2002,30.389,78.48,654.0,0.0,0.3,3.0,8.100000000000001,0.278,0.349
0,15-04-2002,30.389,78.48,654.0,0.0,0.0,3.0,8.100000000000001,0.262,0.346
0,16-04-2002,30.389,78.48,654.0,0.0,0.0,0.6,7.5,0.246,0.343
0,17-04-2002,30.389,78.48,654.0,1.7,0.0,0.3,3.1,0.244,0.34
0,18-04-2002,30.389,78.48,654.0,0.0,1.7,2.0,4.699999999999999,0.249,0.338
0,19-04-2002,30.389,78.48,654.0,0.0,1.7,1.7,4.699999999999999,0.232,0.335
0,20-04-2002,30.389,78.48,654.0,0.0,1.7,1.7,4.699999999999999,0.219,0.332
0,21-04-2002,30.389,78.48,654.0,0.0,0.0,1.7,4.699999999999999,0.208,0.329
0,22-04-2002,30.389,78.48,654.0,0.5,0.0,1.7,4.699999999999999,0.203,0.327
0,23-04-2002,30.389,78.48,654.0,0.5,0.5,2.2,5.199999999999999,0.208,0.325
0,24-04-2002,30.389,78.48,654.0,2.0,1.0,2.7,3.3,0.222,0.323
0,25-04-2002,30.389,78.48,654.0,23.0,3.0,3.0,5.0,0.337,0.323
0,26-04-2002,30.389,78.48,654.0,4.5,25.5,26.0,28.0,0.438,0.332
0,27-04-2002,30.389,78.48,654.0,0.0,29.5,30.5,32.2,0.406,0.339
0,28-04-2002,30.389,78.48,654.0,7.5,27.5,30.5,32.2,0.407,0.34
0,29-04-2002,30.389,78.48,654.0,0.0,12.0,38.0,39.7,0.421,0.349
0,30-04-2002,30.389,78.48,654.0,0.0,7.5,37.5,39.7,0.38,0.349
0,01-05-2002,30.389,78.48,654.0,1.1,7.5,37.0,39.7,0.357,0.347
0,02-05-2002,30.389,78.48,654.0,0.1,1.1,36.1,40.8,0.345,0.345
0,03-05-2002,30.389,78.48,654.0,0.0,1.2000000000000002,13.2,39.199999999999996,0.327,0.343
0,04-05-2002,30.389,78.48,654.0,0.0,1.2000000000000002,8.7,39.2,0.299,0.34
0,05-05-2002,30.389,78.48,654.0,0.0,0.1,8.7,39.2,0.275,0.337
0,06-05-2002,30.389,78.48,654.0,1.0,0.0,1.2000000000000002,39.2,0.259,0.333
0,07-05-2002,30.389,78.48,654.0,1.6,1.0,2.2,40.2,0.256,0.331
0,08-05-2002,30.389,78.48,654.0,0.0,2.6,3.8000000000000003,41.300000000000004,0.25,0.328
0,09-05-2002,30.389,78.48,654.0,0.0,2.6,2.7,40.8,0.232,0.325
0,10-05-2002,30.389,78.48,654.0,0.0,1.6,2.6,38.8,0.217,0.322
0,11-05-2002,30.389,78.48,654.0,0.0,0.0,2.6,15.8,0.207,0.319
0,12-05-2002,30.389,78.48,654.0,0.0,0.0,2.6,11.3,0.2,0.317
0,13-05-2002,30.389,78.48,654.0,0.4,0.0,2.6,11.3,0.196,0.314
0,14-05-2002,30.389,78.48,654.0,6.3,0.4,2.0,4.2,0.22,0.312
0,15-05-2002,30.389,78.48,654.0,2.0,6.7,6.699999999999999,10.5,0.263,0.312
0,16-05-2002,30.389,78.48,654.0,2.9,8.7,8.7,12.5,0.286,0.311
0,17-05-2002,30.389,78.48,654.0,1.2,11.2,11.6,14.3,0.289,0.31
0,18-05-2002,30.389,78.48,654.0,0.2,6.1,12.8,15.4,0.273,0.308
0,19-05-2002,30.389,78.48,654.0,4.3,4.3,13.0,15.600000000000001,0.259,0.307
0,20-05-2002,30.389,78.48,654.0,0.0,5.699999999999999,17.3,19.9,0.251,0.305
0,21-05-2002,30.389,78.48,654.0,0.0,4.5,16.900000000000002,19.9,0.231,0.304
0,22-05-2002,30.389,78.48,654.0,0.0,4.3,10.600000000000001,18.9,0.214,0.302
0,23-05-2002,30.389,78.48,654.0,0.0,0.0,8.600000000000001,17.299999999999997,0.203,0.301
0,24-05-2002,30.389,78.48,654.0,0.3,0.0,5.7,17.299999999999997,0.201,0.299
0,25-05-2002,30.389,78.48,654.0,19.5,0.3,4.8,17.599999999999998,0.253,0.298
0,26-05-2002,30.389,78.48,654.0,18.3,19.8,24.1,37.099999999999994,0.395,0.301
0,27-05-2002,30.389,78.48,654.0,0.4,38.1,38.1,55.4,0.404,0.309
0,28-05-2002,30.389,78.48,654.0,18.6,38.2,38.5,55.8,0.437,0.317
0,29-05-2002,30.389,78.48,654.0,8.9,37.3,57.1,74.0,0.461,0.34
0,30-05-2002,30.389,78.48,654.0,2.0,27.9,66.0,76.60000000000001,0.449,0.363
0,31-05-2002,30.389,78.48,654.0,0.9,29.5,68.0,76.60000000000001,0.432,0.369
0,01-06-2002,30.389,78.48,654.0,2.5,11.8,68.60000000000001,74.6,0.416,0.37
0,02-06-2002,30.389,78.48,654.0,3.0,5.4,51.6,75.89999999999999,0.407,0.37
0,03-06-2002,30.389,78.48,654.0,0.0,6.4,36.3,78.7,0.392,0.368
0,04-06-2002,30.389,78.48,654.0,2.0,5.5,35.9,74.39999999999999,0.383,0.365
0,05-06-2002,30.389,78.48,654.0,0.3,5.0,19.3,76.39999999999999,0.385,0.363
0,06-06-2002,30.389,78.48,654.0,0.4,2.3,10.7,76.69999999999999,0.376,0.361
0,07-06-2002,30.389,78.48,654.0,6.6,2.7,9.1,77.1,0.377,0.358
0,08-06-2002,30.389,78.48,654.0,3.1,7.3,14.799999999999999,83.69999999999999,0.389,0.357
0,09-06-2002,30.389,78.48,654.0,7.8,10.1,15.399999999999999,86.5,0.402,0.356
0,10-06-2002,30.389,78.48,654.0,9.8,17.5,20.2,74.8,0.434,0.36
0,11-06-2002,30.389,78.48,654.0,5.9,20.700000000000003,30.0,66.3,0.457,0.37
0,12-06-2002,30.389,78.48,654.0,14.1,23.5,33.9,71.8,0.482,0.402
0,13-06-2002,30.389,78.48,654.0,2.4,29.8,47.7,67.3,0.472,0.419
0,14-06-2002,30.389,78.48,654.0,3.0,22.4,49.699999999999996,60.800000000000004,0.471,0.43
0,15-06-2002,30.389,78.48,654.0,3.4,19.5,46.1,61.800000000000004,0.476,0.439
0,16-06-2002,30.389,78.48,654.0,20.4,8.8,46.4,64.3,0.487,0.455
0,17-06-2002,30.389,78.48,654.0,3.1,26.799999999999997,59.0,82.2,0.478,0.458
0,18-06-2002,30.389,78.48,654.0,0.0,26.9,52.3,82.3,0.455,0.453
0,19-06-2002,30.389,78.48,654.0,0.0,23.5,46.4,82.3,0.424,0.442
0,20-06-2002,30.389,78.48,654.0,1.1,3.1,32.3,80.3,0.408,0.432
0,21-06-2002,30.389,78.48,654.0,1.4,1.1,31.0,81.10000000000001,0.404,0.424
0,22-06-2002,30.389,78.48,654.0,0.4,2.5,29.400000000000002,82.1,0.395,0.417
0,23-06-2002,30.389,78.48,654.0,8.7,2.9,26.4,75.9,0.397,0.412
0,24-06-2002,30.389,78.48,654.0,29.5,10.5,14.7,81.5,0.486,0.433
0,25-06-2002,30.389,78.48,654.0,0.6,38.6,41.1,103.2,0.465,0.448
0,26-06-2002,30.389,78.48,654.0,12.3,38.800000000000004,41.7,94.0,0.483,0.45
0,27-06-2002,30.389,78.48,654.0,20.0,42.4,54.0,100.39999999999999,0.487,0.473
0,28-06-2002,30.389,78.48,654.0,17.7,32.9,72.9,106.30000000000001,0.492,0.486
0,29-06-2002,30.389,78.48,654.0,15.8,50.0,89.19999999999999,121.6,0.494,0.493
0,30-06-2002,30.389,78.48,654.0,2.1,53.5,104.6,134.4,0.491,0.488
0,01-07-2002,30.389,78.48,654.0,4.3,35.6,98.0,133.1,0.491,0.48
0,02-07-2002,30.389,78.48,654.0,46.2,22.200000000000003,72.8,117.0,0.498,0.486
0,03-07-2002,30.389,78.48,654.0,29.8,52.60000000000001,118.4,160.10000000000002,0.489,0.496
0,04-07-2002,30.389,78.48,654.0,27.3,80.30000000000001,135.9,189.9,0.471,0.493
0,05-07-2002,30.389,78.48,654.0,2.3,103.30000000000001,143.2,217.20000000000002,0.481,0.496
0,06-07-2002,30.389,78.48,654.0,0.9,59.400000000000006,127.80000000000001,218.4,0.478,0.487
0,07-07-2002,30.389,78.48,654.0,0.8,30.500000000000007,112.89999999999999,217.9,0.462,0.479
0,08-07-2002,30.389,78.48,654.0,0.8,4.000000000000007,111.6,218.3,0.448,0.469
0,09-07-2002,30.389,78.48,654.0,0.9,2.500000000000007,108.10000000000001,210.4,0.438,0.46
0,10-07-2002,30.389,78.48,654.0,1.8,2.500000000000007,62.800000000000004,181.8,0.452,0.454
