Target,Date,Lat,Lon,Elevation_m,Slope_deg,Aspect_deg,Baseline_NDVI,Rainfall_Day_0_mm,Rainfall_Antecedent_3D_mm,Rainfall_Antecedent_7D_mm,Rainfall_Antecedent_15D_mm,Soil_Moisture_Surface,Soil_Moisture_Deep
0,21-11-2001,30.38887655,78.48012434,657.3223808,2.780395162,354.3676864,0.140193049,0,0,0,0.5,0.194,0.302
0,22-11-2001,30.38890879,78.4799329,652.8946794,4.901786127,345.7169279,0.102615119,0,0,0,0,0.193,0.301
0,23-11-2001,30.38886357,78.48002268,652.967509,6.744743784,340.4926221,0.131497202,0,0,0,0,0.193,0.301
0,24-11-2001,30.3889476,78.47988515,651.0383978,7.468292905,349.4100746,0.087242072,0,0,0,0,0.192,0.3
0,25-11-2001,30.3889666,78.47993085,652.0653466,3.142477824,338.6754901,0.140640865,0,0,0,0,0.192,0.3
0,26-11-2001,30.3889314,78.47997119,652.2389306,5.729537961,348.9841828,0.103960944,0,0,0,0,0.193,0.299
0,27-11-2001,30.38909862,78.47999611,650.5557428,2.506656355,356.4309692,0.105974323,0.9,0,0,0,0.202,0.299
0,28-11-2001,30.38895703,78.47985002,652.0995223,4.247648915,348.8708891,0.111497932,0,0.9,0.9,0.9,0.208,0.299
0,29-11-2001,30.38893428,78.4801166,658.072569,4.723757049,354.1376999,0.101495855,0,0.9,0.9,0.9,0.205,0.298
0,30-11-2001,30.38901281,78.4798523,652.2538583,4.229325815,354.3043015,0.138732245,0,0.9,0.9,0.9,0.203,0.298
0,1/12/2001,30.38889228,78.48008211,651.7443719,5.622546452,340.3372275,0.087684966,0,0,0.9,0.9,0.2,0.298
0,2/12/2001,30.38909066,78.47999117,652.8464228,2.576899272,350.4034084,0.089006294,0,0,0.9,0.9,0.198,0.297
0,3/12/2001,30.38887237,78.48000716,658.6027304,7.041285187,347.6814075,0.108023437,0,0,0.9,0.9,0.197,0.297
0,4/12/2001,30.38914607,78.47991248,656.6457913,4.092632362,337.9185815,0.094675172,0,0,0.9,0.9,0.195,0.297
0,5/12/2001,30.38908167,78.48003221,651.0173832,3.251808496,340.707186,0.129975961,0,0,0,0.9,0.194,0.296
0,6/12/2001,30.38890961,78.48001117,656.525516,4.665956222,340.4024195,0.098904899,0,0,0,0.9,0.193,0.296
0,7/12/2001,30.38885166,78.47989927,656.6623484,5.069930411,349.4004125,0.101852354,0,0,0,0.9,0.192,0.296
0,8/12/2001,30.38909464,78.47992144,658.5013707,2.76009807,340.152606,0.100275634,0,0,0,0.9,0.192,0.295
0,9/12/2001,30.38906206,78.47987007,657.9109511,6.495399762,343.0876757,0.138763201,0,0,0,0.9,0.192,0.295
0,10/12/2001,30.3890687,78.47986989,649.9519498,6.18721591,339.1609923,0.134186918,0,0,0,0.9,0.192,0.295
0,11/12/2001,30.38908138,78.47985413,653.5457654,5.058976955,338.2249699,0.117174629,4.3,0,0,0.9,0.205,0.295
0,12/12/2001,30.38887221,78.47991614,656.0299358,3.429818987,356.9454305,0.084927737,0,4.3,4.3,5.2,0.211,0.294
0,13-12-2001,30.38895754,78.4800539,658.733688,7.132906328,344.9225676,0.104501322,0,4.3,4.3,4.3,0.208,0.294
0,14-12-2001,30.38888476,78.47994486,649.8515472,6.470875853,347.0341883,0.113425002,0,4.3,4.3,4.3,0.205,0.294
0,15-12-2001,30.38910893,78.47995282,652.6823275,3.668566697,337.7287391,0.116042246,7.3,0,4.3,4.3,0.269,0.294
0,16-12-2001,30.38903699,78.47988957,653.922238,6.179930992,340.20474,0.099606525,0,7.3,11.6,11.6,0.336,0.294
0,17-12-2001,30.38894927,78.48002264,653.1324419,3.006825054,348.9777319,0.122804183,0,7.3,11.6,11.6,0.326,0.295
0,18-12-2001,30.38886907,78.47995264,653.5577844,3.092225567,345.0054131,0.096262238,0,7.3,11.6,11.6,0.317,0.295
0,19-12-2001,30.38894329,78.4800529,652.6910214,4.722947125,349.243755,0.113274345,2.1,0,7.3,11.6,0.352,0.295
0,20-12-2001,30.38894755,78.48007244,658.7062261,6.008630586,343.2018179,0.107850139,0,2.1,9.4,13.7,0.357,0.296
0,21-12-2001,30.38906888,78.48002541,657.0324478,7.086491901,346.8312494,0.105889233,0,2.1,9.4,13.7,0.344,0.297
0,22-12-2001,30.38904127,78.47993282,656.3665991,7.35494302,355.2107009,0.107354685,0,2.1,9.4,13.7,0.333,0.297
0,23-12-2001,30.38911616,78.48000258,653.1070136,5.959544109,349.3365958,0.111594154,0,0,2.1,13.7,0.323,0.297
0,24-12-2001,30.38899166,78.47992558,657.8152358,6.416003338,351.2409203,0.099533801,0,0,2.1,13.7,0.314,0.297
0,25-12-2001,30.38888588,78.48012087,649.9333929,5.052223439,355.5056826,0.099661019,0,0,2.1,13.7,0.305,0.297
0,26-12-2001,30.38906397,78.48007992,650.4341853,2.779576899,351.3104985,0.09714388,0,0,2.1,13.7,0.299,0.297
0,27-12-2001,30.38907824,78.4799979,658.5405785,3.126471587,349.9447857,0.124722476,0,0,0,9.4,0.294,0.297
0,28-12-2001,30.38901838,78.48013964,654.669883,7.353923285,354.069739,0.100133181,0,0,0,9.4,0.288,0.297
0,29-12-2001,30.38908129,78.48001403,650.5945778,4.465005042,350.8565342,0.086346222,0,0,0,9.4,0.282,0.297
0,30-12-2001,30.38899814,78.47994856,658.4914571,6.359352984,349.0445857,0.11097204,0,0,0,9.4,0.275,0.297
0,31-12-2001,30.38900682,78.47987864,658.7484327,3.602346342,341.7994686,0.114486708,0,0,0,2.1,0.268,0.296
0,1/1/2002,30.38897826,78.48001312,657.8149307,5.164559394,337.5224778,0.142238068,0,0,0,2.1,0.263,0.296
0,2/1/2002,30.38885763,78.48010812,651.3855785,3.263446537,345.4163213,0.122663787,0,0,0,2.1,0.257,0.296
0,3/1/2002,30.38888237,78.48011002,651.7849399,6.54363814,353.3917516,0.091148259,0,0,0,2.1,0.252,0.296
0,4/1/2002,30.38885943,78.48003137,653.0697285,3.340325126,347.4615451,0.111831202,0,0,0,0,0.247,0.296
0,5/1/2002,30.38904092,78.47996803,654.7932173,6.029685044,338.6776608,0.129739339,0,0,0,0,0.242,0.295
0,6/1/2002,30.38894431,78.48004509,658.9218141,3.25454824,345.8112239,0.134461885,0,0,0,0,0.237,0.295
0,7/1/2002,30.38900257,78.48007864,658.5613355,6.593321878,349.0950981,0.122280051,0,0,0,0,0.233,0.295
0,8/1/2002,30.38912227,78.47997349,658.2113906,5.014584551,341.7426773,0.138580029,0,0,0,0,0.229,0.295
0,9/1/2002,30.38892479,78.47999288,649.892763,4.562134724,338.6808828,0.116791813,0,0,0,0,0.224,0.295
0,10/1/2002,30.38897311,78.48005418,656.5716635,4.183910768,348.1579045,0.107641143,0,0,0,0,0.221,0.294
0,11/1/2002,30.38907667,78.480113,657.7684586,5.938630321,338.7570706,0.113968597,0,0,0,0,0.217,0.294
0,12/1/2002,30.38891864,78.4800873,652.3327953,2.940261533,337.2369403,0.087631884,0,0,0,0,0.214,0.294
0,13-01-2002,30.38887309,78.47985672,651.1957403,6.780987423,351.8085534,0.085384692,0,0,0,0,0.211,0.293
0,14-01-2002,30.38893693,78.47988731,656.4844149,6.306222732,346.1663325,0.121010874,2,0,0,0,0.22,0.293
0,15-01-2002,30.38889837,78.48010583,649.9083776,4.364740541,337.8307454,0.098524277,9.2,2,2,2,0.284,0.293
0,16-01-2002,30.38912891,78.48010015,658.408582,7.388170626,348.9421068,0.109601011,0.6,11.2,11.2,11.2,0.412,0.297
0,17-01-2002,30.38909244,78.47996664,650.5607764,6.66030759,337.2647721,0.126024089,2.1,11.8,11.8,11.8,0.411,0.304
0,18-01-2002,30.38904002,78.48002528,653.5753785,3.854103256,343.5287962,0.107650301,10.1,11.9,13.9,13.9,0.451,0.315
0,19-01-2002,30.38911144,78.48012175,658.8279785,6.938683239,340.4248246,0.124648859,3.1,12.8,24,24,0.456,0.338
0,20-01-2002,30.3890911,78.48012347,658.8822022,2.994857534,344.9087034,0.110355622,1.8,15.3,27.1,27.1,0.44,0.352
0,21-01-2002,30.38890597,78.48008493,656.7599029,5.947858626,337.2878846,0.086578981,0,15,28.9,28.9,0.425,0.358
0,22-01-2002,30.38911777,78.47991288,657.3918848,3.156717822,356.4312746,0.135391774,0,4.9,26.9,28.9,0.405,0.36
0,23-01-2002,30.3890118,78.48006908,658.6717074,7.379623332,339.9624299,0.131935276,0.4,1.8,17.7,28.9,0.391,0.361
0,24-01-2002,30.38909223,78.47988033,658.2742951,2.748495135,356.1621181,0.121469204,0,0.4,17.5,29.3,0.379,0.36
0,25-01-2002,30.38911883,78.48011818,655.2210863,3.663809164,347.1237169,0.114504189,0,0.4,15.4,29.3,0.369,0.359
0,26-01-2002,30.3889454,78.47989474,656.3461698,5.150646273,338.3520742,0.090629123,0,0.4,5.3,29.3,0.363,0.358
0,27-01-2002,30.38888302,78.4800487,654.9377655,5.419812314,354.5969794,0.125175266,11.8,0,2.2,29.3,0.424,0.36
0,28-01-2002,30.38891838,78.48003307,654.0649527,5.06457195,345.2812582,0.084800394,0,11.8,12.2,41.1,0.446,0.373
0,29-01-2002,30.38897813,78.48008307,657.8082902,6.200488511,339.938472,0.105876051,0.4,11.8,12.2,41.1,0.43,0.378
0,30-01-2002,30.3890954,78.48001547,656.3802511,2.507774574,342.4115106,0.116431373,0,12.2,12.6,39.5,0.417,0.379
0,31-01-2002,30.38910822,78.47986787,657.5981617,5.319081704,342.8694099,0.128169855,0,0.4,12.2,30.3,0.405,0.379
0,1/2/2002,30.38885209,78.48006175,649.9591096,5.574775694,349.1700524,0.106732411,0,0.4,12.2,29.7,0.393,0.378
0,2/2/2002,30.38900322,78.47996495,654.7648517,3.545373893,356.4375943,0.121085161,0,0,12.2,27.6,0.381,0.377
0,3/2/2002,30.38897522,78.47994609,652.2951683,5.795683628,340.7204497,0.088629561,0,0,12.2,17.5,0.369,0.375
0,4/2/2002,30.38891663,78.4801475,654.1339398,5.769906957,341.2562137,0.127522962,0,0,0.4,14.4,0.357,0.373
0,5/2/2002,30.38888596,78.48002712,655.1296544,5.150776537,356.3858246,0.096724965,2.8,0,0.4,12.6,0.348,0.371
0,6/2/2002,30.38895128,78.48006322,657.4575847,3.79644584,341.3965062,0.085108148,6.5,2.8,2.8,15.4,0.404,0.37
0,7/2/2002,30.38913287,78.4800079,649.3187772,4.582816997,341.6013487,0.123615771,4.4,9.3,9.3,21.9,0.457,0.378
0,8/2/2002,30.38894696,78.48008099,650.6398337,3.862232925,356.8317403,0.088523278,4.9,13.7,13.7,25.9,0.471,0.397
0,9/2/2002,30.38900564,78.48007562,658.2144574,6.348623874,350.0960343,0.111877293,18.3,15.8,18.6,30.8,0.501,0.453
0,10/2/2002,30.38906091,78.48004714,658.6727071,5.593000706,343.1474256,0.136285521,0,27.6,36.9,49.1,0.473,0.467
0,11/2/2002,30.38895909,78.48014932,649.5542268,3.256067791,341.8421232,0.106696659,24.1,23.2,36.9,49.1,0.485,0.472
0,12/2/2002,30.38914153,78.47998794,652.3178754,5.338051239,346.5619231,0.124117355,3.2,42.4,61,61.4,0.482,0.479
0,13-02-2002,30.38913873,78.48006186,649.0972997,7.016294208,343.4095553,0.138230225,0,27.3,61.4,64.6,0.472,0.473
0,14-02-2002,30.38892553,78.48008933,656.5744801,6.663991742,337.182834,0.128778524,0,27.3,54.9,64.2,0.453,0.464
0,15-02-2002,30.38899917,78.47996281,655.8194018,6.956023691,338.3962537,0.116179897,0,3.2,50.5,64.2,0.439,0.455
0,16-02-2002,30.38894026,78.47998715,654.6480512,7.085039541,347.7892126,0.108002032,0,0,45.6,64.2,0.428,0.447
0,17-02-2002,30.38893545,78.48014075,655.9166117,3.441042853,342.2544416,0.138871923,1.6,0,27.3,64.2,0.434,0.441
0,18-02-2002,30.38886107,78.47985969,654.3779121,6.098160428,355.8403542,0.099918963,0,1.6,28.9,65.8,0.44,0.439
0,19-02-2002,30.38903287,78.47995059,651.3884118,5.721817149,350.9051185,0.118743263,0,1.6,4.8,65.8,0.424,0.434
0,20-02-2002,30.3890008,78.47999586,656.5433373,2.666949224,356.5560283,0.13522262,0,1.6,1.6,65.8,0.411,0.429
0,21-02-2002,30.38886544,78.47985044,656.8327777,6.391027261,353.1018393,0.098398069,0,0,1.6,63,0.401,0.425
0,22-02-2002,30.38893359,78.48011974,657.5420189,3.535964933,343.2711923,0.1118621,3.5,0,1.6,56.5,0.402,0.42
0,23-02-2002,30.38912248,78.47993587,658.5407668,7.085044566,351.8912094,0.132549437,15.2,3.5,5.1,55.6,0.494,0.439
0,24-02-2002,30.38892187,78.47992731,656.4754161,6.676390796,346.2932879,0.113809952,1.4,18.7,20.3,65.9,0.488,0.473
0,25-02-2002,30.38889347,78.4800961,649.5454979,6.344467277,347.2725397,0.115490114,6.5,20.1,20.1,49,0.504,0.487
0,26-02-2002,30.38899684,78.47993339,649.2083857,5.983922715,347.5956394,0.112968819,0.1,23.1,26.6,55.5,0.48,0.484
0,27-02-2002,30.3891457,78.48004729,656.3987067,4.850408187,350.6865235,0.112386583,0,8,26.7,31.5,0.461,0.472
0,28-02-2002,30.38892262,78.48009645,649.5605096,6.489220889,344.2238926,0.141839051,0,6.6,26.7,28.3,0.447,0.462
0,1/3/2002,30.38905164,78.48008774,652.159446,6.596157764,352.683577,0.132306198,15.6,0.1,26.7,28.3,0.491,0.471
0,2/3/2002,30.38907849,78.48008459,650.3615989,2.992403097,340.4738533,0.124019642,50.9,15.6,38.8,43.9,0.483,0.501
0,3/3/2002,30.38892129,78.47987659,658.688999,4.155289757,344.1479973,0.120549379,0.3,66.5,74.5,94.8,0.441,0.481
0,4/3/2002,30.38906846,78.47987395,652.1639416,4.083260534,350.5186769,0.086847811,0,66.8,73.4,95.1,0.441,0.468
0,5/3/2002,30.38896033,78.47994203,649.5514691,3.123082253,353.916219,0.131330559,0,51.2,66.9,93.5,0.433,0.46
0,6/3/2002,30.38903969,78.47986078,658.4960754,7.378952281,354.1241294,0.114878679,0,0.3,66.8,93.5,0.423,0.452
0,7/3/2002,30.38904006,78.48000013,655.0874438,5.417972294,343.7256548,0.144617958,0,0,66.8,93.5,0.412,0.445
0,8/3/2002,30.38901073,78.47996843,649.3610907,5.448989755,345.426779,0.115933289,8.8,0,66.8,93.5,0.422,0.44
0,9/3/2002,30.38887709,78.48001711,657.3336104,4.412280677,342.2425561,0.125528742,0.3,8.8,60,102.3,0.439,0.438
0,10/3/2002,30.38910059,78.47993964,650.525287,6.343423624,349.4101521,0.13464994,3.4,9.1,9.4,99.1,0.457,0.438
0,11/3/2002,30.38894623,78.47999573,657.0243627,4.878249464,344.4836437,0.095942582,0,12.5,12.5,87.3,0.448,0.44
0,12/3/2002,30.38890596,78.47995042,655.0275175,6.211236765,355.5495116,0.117909611,0,3.7,12.5,85.9,0.425,0.437
0,13-03-2002,30.38886223,78.47990856,650.7711521,6.890080241,344.0090324,0.14350474,0,3.4,12.5,79.4,0.41,0.433
0,14-03-2002,30.38902727,78.48004481,656.5259805,5.78462547,350.5437945,0.099912628,0,0,12.5,79.3,0.395,0.428
0,15-03-2002,30.38905327,78.48005203,653.5450498,5.615628426,350.3299967,0.142982036,0,0,12.5,79.3,0.38,0.422
0,16-03-2002,30.38885498,78.48009877,655.3810094,6.434585977,346.8800073,0.135852787,0,0,3.7,79.3,0.37,0.417
0,17-03-2002,30.38900363,78.48011243,657.6951417,5.01505381,337.4231302,0.132812124,0,0,3.4,63.7,0.361,0.412
0,18-03-2002,30.38891795,78.48006134,651.6029812,6.558207921,342.8598209,0.093672381,0,0,0,12.8,0.348,0.407
0,19-03-2002,30.38904355,78.48005625,652.6597134,2.962494162,351.1338302,0.092885447,0,0,0,12.5,0.338,0.402
0,20-03-2002,30.38890231,78.479867,658.9727179,3.709634566,345.2117308,0.134898473,0,0,0,12.5,0.34,0.398
0,21-03-2002,30.38905728,78.47988293,654.0811447,7.122976306,338.3894754,0.122681179,4.1,0,0,12.5,0.368,0.395
0,22-03-2002,30.38896602,78.48009377,654.5850267,3.355970836,354.9574471,0.117322029,0,4.1,4.1,16.6,0.403,0.394
0,23-03-2002,30.38913102,78.47991989,651.8543854,4.765324931,348.7106887,0.14142178,0.9,4.1,4.1,16.6,0.401,0.393
0,24-03-2002,30.38889126,78.47995667,653.1602725,4.903609842,338.6521785,0.09371329,1.6,5,5,8.7,0.424,0.394
0,25-03-2002,30.38895232,78.47989359,654.0155175,4.587590457,337.9254133,0.141526969,4.1,2.5,6.6,10,0.441,0.396
0,26-03-2002,30.38888404,78.47990855,651.5844473,6.834545135,338.9112219,0.117850255,0.1,6.6,10.7,10.7,0.435,0.401
0,27-03-2002,30.38912741,78.48008263,651.3814551,6.248680291,356.9784167,0.09347193,0,5.8,10.8,10.8,0.41,0.401
0,28-03-2002,30.3891132,78.47992856,655.0046682,6.551031307,342.6432507,0.111001856,0,4.2,10.8,10.8,0.386,0.398
0,29-03-2002,30.38892738,78.47998471,650.8365144,7.456478183,351.0559989,0.130423005,0,0.1,6.7,10.8,0.363,0.394
0,30-03-2002,30.389048,78.4798955,654.5345773,7.374101949,340.34573,0.090323535,0,0,6.7,10.8,0.342,0.39
0,31-03-2002,30.38909517,78.48005338,656.0621402,6.960526695,342.2073589,0.14005551,0.6,0,5.8,10.8,0.326,0.386
0,1/4/2002,30.38901656,78.48006848,650.9825762,5.328169156,337.1423415,0.09878211,4.4,0.6,4.8,11.4,0.36,0.383
0,2/4/2002,30.3890089,78.47995851,656.4587806,4.006514719,354.1264645,0.084949681,0.1,5,5.1,15.8,0.38,0.382
0,3/4/2002,30.38892256,78.48008542,652.5968437,6.118524803,356.8349558,0.126465933,0,5.1,5.1,15.9,0.365,0.38
0,4/4/2002,30.38887793,78.47992197,658.9250454,7.246381992,344.5568097,0.111290112,0,4.5,5.1,15.9,0.341,0.376
0,5/4/2002,30.38911916,78.48005757,658.7907681,7.451138014,341.2536489,0.101761864,0,0.1,5.1,15.9,0.32,0.373
0,6/4/2002,30.38912013,78.48006899,656.9859463,5.566127303,340.2653319,0.11764202,0,0,5.1,11.8,0.303,0.37
0,7/4/2002,30.38903993,78.4801406,652.4272078,6.004012718,342.2214325,0.099736496,0,0,5.1,11.8,0.289,0.366
0,8/4/2002,30.38895171,78.4799197,658.3721014,3.893639527,344.665272,0.085187517,2.4,0,4.5,10.9,0.291,0.363
0,9/4/2002,30.38895476,78.47987811,658.9877901,3.507876063,351.4491711,0.112138149,0.3,2.4,2.5,11.7,0.306,0.361
0,10/4/2002,30.38906779,78.47992891,653.6227856,5.694198739,351.1997439,0.113058163,0,2.7,2.7,7.9,0.307,0.358
0,11/4/2002,30.38911913,78.47988686,655.1458938,3.625699263,347.2764352,0.098052062,0.3,2.7,2.7,7.8,0.306,0.356
0,12/4/2002,30.38911613,78.47990091,649.05987,4.476728871,344.9097307,0.109047022,0,0.6,3,8.1,0.313,0.353
0,13-04-2002,30.38908396,78.47995023,649.4353321,4.962877698,347.2097654,0.130123377,0,0.3,3,8.1,0.294,0.351
0,14-04-2002,30.38904261,78.4799742,654.0059781,7.163480332,348.2629411,0.140919253,0,0.3,3,8.1,0.278,0.349
0,15-04-2002,30.38887524,78.48012112,655.0931387,7.38779377,349.2952699,0.128821717,0,0,3,8.1,0.262,0.346
0,16-04-2002,30.38889849,78.47990868,652.12393,3.735511672,350.0340696,0.108124524,0,0,0.6,7.5,0.246,0.343
0,17-04-2002,30.38911957,78.48014153,649.9912982,3.159911288,349.9073672,0.108012854,1.7,0,0.3,3.1,0.244,0.34
0,18-04-2002,30.38903193,78.48009305,656.8227215,3.624410803,341.2063729,0.090595533,0,1.7,2,4.7,0.249,0.338
0,19-04-2002,30.38885276,78.48011444,653.1876004,5.09444226,346.6272171,0.091925624,0,1.7,1.7,4.7,0.232,0.335
0,20-04-2002,30.38888044,78.48012883,655.4884839,6.41457128,343.7143752,0.139670856,0,1.7,1.7,4.7,0.219,0.332
0,21-04-2002,30.38904905,78.48007597,655.502012,5.1099537,348.9023646,0.14112444,0,0,1.7,4.7,0.208,0.329
0,22-04-2002,30.38885152,78.48008663,654.4683868,7.165678097,346.9670927,0.119365382,0.5,0,1.7,4.7,0.203,0.327
